id,date,time,currency,importance,event,actual,forecast,previous
0,01/09/2023,00:30,USD,low,4-Week Bill Auction,5.280%,,5.285%
1,01/09/2023,00:30,USD,low,8-Week Bill Auction,5.290%,,5.290%
2,01/09/2023,01:00,EUR,medium,ECB's De Guindos Speaks,,,
3,01/09/2023,01:41,USD,low,Dallas Fed PCE  (Jul),2.40%,,2.60%
4,01/09/2023,05:30,USD,medium,Fed's Balance Sheet,"8,121B",,"8,139B"
5,01/09/2023,05:30,USD,low,Reserve Balances with Federal Reserve Banks,3.196T,,3.177T
6,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.96M,,0.96M
7,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
8,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.21M,,0.21M
9,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.06M
10,01/09/2023,06:21,USD,low,OPEC Crude oil Production Iran (Barrel),2.83M,,2.75M
11,01/09/2023,06:21,USD,low,OPEC Crude oil Production Iraq (Barrel),4.20M,,4.18M
12,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.56M,,2.55M
13,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Libya (Barrel),1.11M,,1.16M
14,01/09/2023,06:21,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.26M,,1.30M
15,01/09/2023,06:21,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.02M,,10.00M
16,01/09/2023,06:21,USD,low,OPEC Crude oil Production UAE (Barrel),2.90M,,2.89M
17,01/09/2023,06:21,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.77M,,0.77M
18,01/09/2023,08:50,JPY,medium,Capital Spending (YoY)  (Q2),4.5%,5.4%,11.0%
19,01/09/2023,10:30,AUD,medium,Home Loans (MoM),-1.9%,-1.0%,-3.0%
20,01/09/2023,10:30,AUD,low,Invest Housing Finance (MoM),-0.1%,,1.3%
21,01/09/2023,15:00,GBP,medium,Nationwide HPI (MoM),-0.8%,-0.3%,-0.3%
22,01/09/2023,15:00,GBP,medium,Nationwide HPI (YoY),-5.3%,-3.9%,-3.8%
23,01/09/2023,15:30,AUD,low,Commodity Prices (YoY),-23.2%,,-23.8%
24,01/09/2023,21:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Aug),4.3%,4.4%,4.4%
25,01/09/2023,21:30,USD,high,Average Hourly Earnings (MoM)  (Aug),0.2%,0.3%,0.4%
26,01/09/2023,21:30,USD,low,Average Weekly Hours  (Aug),34.4,34.3,34.3
27,01/09/2023,21:30,USD,low,Government Payrolls  (Aug),8.0K,-2.0K,2.0K
28,01/09/2023,21:30,USD,low,Manufacturing Payrolls  (Aug),16K,0K,-4K
29,01/09/2023,21:30,USD,high,Nonfarm Payrolls  (Aug),187K,170K,157K
30,01/09/2023,21:30,USD,medium,Participation Rate  (Aug),62.8%,62.6%,62.6%
31,01/09/2023,21:30,USD,medium,Private Nonfarm Payrolls  (Aug),179K,150K,155K
32,01/09/2023,21:30,USD,medium,U6 Unemployment Rate  (Aug),7.1%,6.8%,6.7%
33,01/09/2023,21:30,USD,high,Unemployment Rate  (Aug),3.8%,3.5%,3.5%
34,01/09/2023,23:00,USD,medium,Construction Spending (MoM)  (Jul),0.7%,0.5%,0.6%
35,01/09/2023,23:00,USD,medium,ISM Manufacturing Employment  (Aug),48.5,44.2,44.4
36,01/09/2023,23:00,USD,low,ISM Manufacturing New Orders Index  (Aug),46.8,,47.3
37,01/09/2023,23:00,USD,high,ISM Manufacturing PMI  (Aug),47.6,47.0,46.4
38,01/09/2023,23:00,USD,high,ISM Manufacturing Prices  (Aug),48.4,43.9,42.6
39,01/09/2023,23:00,USD,low,Total Vehicle Sales  (Aug),15.00M,15.50M,15.70M
40,02/09/2023,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,512,,512
41,02/09/2023,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,631,,632
42,02/09/2023,05:30,GBP,medium,CFTC GBP speculative net positions,48.4K,,59.1K
43,02/09/2023,05:30,USD,low,CFTC Aluminium speculative net positions,6.0K,,5.9K
