id,date,time,currency,importance,event,actual,forecast,previous
0,02/12/2024,08:50,JPY,medium,Capital Spending (YoY)  (Q3),8.1%,6.7%,7.4%
1,02/12/2024,09:00,AUD,low,MI Inflation Gauge (MoM)  (Nov),0.2%,,0.3%
2,02/12/2024,09:30,AUD,low,ANZ Job Advertisements (MoM)  (Nov),-1.3%,,0.7%
3,02/12/2024,09:30,AUD,low,Building Approvals (YoY)  (Oct),12.70%,,18.10%
4,02/12/2024,09:30,AUD,medium,Building Approvals (MoM)  (Oct),4.2%,1.2%,5.8%
5,02/12/2024,09:30,AUD,low,Business inventories (MoM)  (Q3),-0.9%,-0.2%,0.5%
6,02/12/2024,09:30,AUD,medium,Company Gross Operating Profits (QoQ)  (Q3),-4.6%,0.6%,-6.8%
7,02/12/2024,09:30,AUD,low,Company Profits Pre-Tax (QoQ)  (Q3),1.6%,,-1.7%
8,02/12/2024,09:30,AUD,low,Private House Approvals  (Oct),-5.2%,,2.2%
9,02/12/2024,09:30,AUD,medium,Retail Sales (MoM)  (Oct),0.6%,0.4%,0.1%
10,02/12/2024,14:30,AUD,low,Commodity Prices (YoY)  (Nov),-11.8%,,-7.8%
11,02/12/2024,16:00,GBP,medium,Nationwide HPI (YoY)  (Nov),3.7%,2.4%,2.4%
12,02/12/2024,16:00,GBP,medium,Nationwide HPI (MoM)  (Nov),1.2%,0.2%,0.1%
13,02/12/2024,19:00,EUR,medium,ECB President Lagarde Speaks,,,
14,02/12/2024,19:00,EUR,medium,Unemployment Rate  (Oct),6.3%,6.3%,6.3%
15,03/12/2024,00:00,USD,medium,Construction Spending (MoM)  (Oct),0.4%,0.2%,0.1%
16,03/12/2024,00:00,USD,medium,ISM Manufacturing Employment  (Nov),48.1,,44.4
17,03/12/2024,00:00,USD,low,ISM Manufacturing New Orders Index  (Nov),50.4,,47.1
18,03/12/2024,00:00,USD,high,ISM Manufacturing PMI  (Nov),48.4,47.7,46.5
19,03/12/2024,00:00,USD,high,ISM Manufacturing Prices  (Nov),50.3,55.2,54.8
20,03/12/2024,01:30,USD,low,3-Month Bill Auction,4.400%,,4.415%
21,03/12/2024,01:30,USD,low,6-Month Bill Auction,4.305%,,4.340%
22,03/12/2024,03:00,USD,medium,Atlanta Fed GDPNow  (Q4),3.2%,2.7%,2.7%
23,03/12/2024,05:15,USD,medium,Fed Waller Speaks,,,
24,03/12/2024,05:30,GBP,medium,CFTC GBP speculative net positions,21.6K,,40.3K
25,03/12/2024,05:30,USD,low,CFTC Aluminium speculative net positions,3.2K,,3.1K
26,03/12/2024,05:30,USD,low,CFTC Copper speculative net positions,9.9K,,15.4K
27,03/12/2024,05:30,USD,low,CFTC Corn speculative net positions,136.9K,,163.3K
28,03/12/2024,05:30,USD,medium,CFTC Crude Oil speculative net positions,200.4K,,193.9K
29,03/12/2024,05:30,USD,medium,CFTC Gold speculative net positions,250.3K,,234.4K
30,03/12/2024,05:30,USD,medium,CFTC Nasdaq 100 speculative net positions,19.5K,,19.8K
31,03/12/2024,05:30,USD,low,CFTC Natural Gas speculative net positions,-153.4K,,-161.0K
32,03/12/2024,05:30,USD,medium,CFTC S&P 500 speculative net positions,-78.9K,,34.9K
33,03/12/2024,05:30,USD,low,CFTC Silver speculative net positions,42.8K,,46.3K
34,03/12/2024,05:30,USD,low,CFTC Soybeans speculative net positions,-105.9K,,-86.3K
35,03/12/2024,05:30,USD,low,CFTC Wheat speculative net positions,-52.2K,,-46.0K
36,03/12/2024,05:30,AUD,medium,CFTC AUD speculative net positions,31.8K,,31.6K
37,03/12/2024,05:30,JPY,medium,CFTC JPY speculative net positions,-22.6K,,-46.9K
38,03/12/2024,05:30,EUR,medium,CFTC EUR speculative net positions,-56.0K,,-42.6K
39,03/12/2024,06:30,USD,medium,FOMC Member Williams Speaks,,,
40,03/12/2024,08:50,JPY,low,Monetary Base (YoY)  (Nov),-0.3%,0.2%,-0.3%
41,03/12/2024,09:01,GBP,medium,BRC Retail Sales Monitor (YoY)  (Nov),-3.4%,0.7%,0.3%
42,03/12/2024,09:30,AUD,medium,Current Account  (Q3),-14.1B,-10.3B,-16.4B
43,03/12/2024,09:30,AUD,low,Net Exports Contribution  (Q3),0.1%,0.4%,0.2%
44,03/12/2024,12:35,JPY,medium,10-Year JGB Auction,1.084%,,1.000%
45,03/12/2024,19:00,GBP,low,30-Year Treasury Gilt Auction,4.747%,,4.735%
46,03/12/2024,22:55,USD,low,Redbook (YoY),7.4%,,4.9%
47,04/12/2024,00:00,USD,high,JOLTS Job Openings  (Oct),7.744M,7.510M,7.372M
48,04/12/2024,00:10,USD,low,IBD/TIPP Economic Optimism  (Dec),54.0,54.1,53.2
49,04/12/2024,02:35,USD,low,FOMC Member Kugler Speaks,,,
50,04/12/2024,05:45,USD,low,Fed Goolsbee Speaks,,,
51,04/12/2024,06:30,USD,medium,API Weekly Crude Oil Stock,1.232M,-2.060M,-5.935M
52,04/12/2024,07:00,AUD,low,AIG Construction Index  (Nov),-19.0,,-40.9
53,04/12/2024,07:00,AUD,low,AIG Manufacturing Index  (Nov),-17.9,,-19.7
54,04/12/2024,08:00,USD,low,Total Vehicle Sales  (Nov),16.50M,16.00M,16.20M
55,04/12/2024,09:30,AUD,medium,GDP (YoY)  (Q3),0.8%,1.1%,1.0%
56,04/12/2024,09:30,AUD,medium,GDP (QoQ)  (Q3),0.3%,0.5%,0.2%
57,04/12/2024,09:30,AUD,low,GDP Capital Expenditure  (Q3),1.5%,,0.2%
58,04/12/2024,09:30,AUD,low,GDP Chain Price Index  (Q3),-0.2%,,-0.9%
59,04/12/2024,09:30,AUD,low,GDP Final Consumption  (Q3),0.4%,,0.3%
