id,date,time,currency,importance,event,actual,forecast,previous
0,01/04/2023,00:00,EUR,medium,ECB President Lagarde Speaks,,,
1,01/04/2023,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,592,,593
2,01/04/2023,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,755,,758
3,01/04/2023,02:23,USD,low,Dallas Fed PCE  (Feb),4.00%,,5.80%
4,01/04/2023,04:05,USD,medium,FOMC Member Williams Speaks,,,
5,01/04/2023,05:30,GBP,medium,CFTC GBP speculative net positions,-24.1K,,-20.5K
6,01/04/2023,05:30,USD,low,CFTC Aluminium speculative net positions,5.8K,,5.6K
7,01/04/2023,05:30,USD,low,CFTC Copper speculative net positions,-1.5K,,-12.4K
8,01/04/2023,05:30,USD,low,CFTC Corn speculative net positions,71.5K,,59.5K
9,01/04/2023,05:30,USD,medium,CFTC Crude Oil speculative net positions,181.1K,,154.3K
10,01/04/2023,05:30,USD,medium,CFTC Gold speculative net positions,181.6K,,158.6K
11,01/04/2023,05:30,USD,medium,CFTC Nasdaq 100 speculative net positions,-7.3K,,-5.1K
12,01/04/2023,05:30,USD,low,CFTC Natural Gas speculative net positions,-126.2K,,-144.7K
13,01/04/2023,05:30,USD,medium,CFTC S&P 500 speculative net positions,-224.7K,,-202.5K
14,01/04/2023,05:30,USD,low,CFTC Silver speculative net positions,13.4K,,3.5K
15,01/04/2023,05:30,USD,low,CFTC Soybeans speculative net positions,161.0K,,171.8K
16,01/04/2023,05:30,USD,low,CFTC Wheat speculative net positions,-60.5K,,-59.2K
17,01/04/2023,05:30,AUD,medium,CFTC AUD speculative net positions,-35.4K,,-38.5K
18,01/04/2023,05:30,JPY,medium,CFTC JPY speculative net positions,-54.0K,,-66.3K
19,01/04/2023,05:30,EUR,medium,CFTC EUR speculative net positions,145.0K,,144.8K
20,01/04/2023,06:45,USD,low,Fed Governor Cook Speaks,,,
21,03/04/2023,08:50,JPY,medium,Tankan All Big Industry CAPEX  (Q1),3.2%,4.9%,19.2%
22,03/04/2023,08:50,JPY,low,Tankan All Small Industry CAPEX  (Q1),1.4%,-9.0%,3.8%
23,03/04/2023,08:50,JPY,medium,Tankan Big Manufacturing Outlook Index  (Q1),3,4,6
24,03/04/2023,08:50,JPY,medium,Tankan Large Manufacturers Index  (Q1),1,3,7
25,03/04/2023,08:50,JPY,low,Tankan Large Non-Manufacturers Diffusion Index  (Q1),15,16,11
26,03/04/2023,08:50,JPY,medium,Tankan Large Non-Manufacturers Index  (Q1),20,20,19
27,03/04/2023,08:50,JPY,low,Tankan Small Manufacturers Diffusion Index  (Q1),-4,-6,-5
28,03/04/2023,08:50,JPY,low,Tankan Small Manufacturing Index  (Q1),-6,-6,-2
29,03/04/2023,08:50,JPY,low,Tankan Small Non-Manufacturers Diffusion Index  (Q1),3,1,-1
30,03/04/2023,08:50,JPY,low,Tankan Small Non-Manufacturing Index  (Q1),8,7,6
31,03/04/2023,10:00,AUD,low,MI Inflation Gauge (MoM),0.3%,0.6%,0.4%
32,03/04/2023,10:30,AUD,low,ANZ Job Advertisements (MoM),-2.4%,,-0.5%
33,03/04/2023,10:30,AUD,medium,Building Approvals (MoM),4.0%,-2.0%,-27.1%
34,03/04/2023,10:30,AUD,medium,Home Loans (MoM),-1.2%,-3.0%,-2.0%
35,03/04/2023,10:30,AUD,low,Invest Housing Finance (MoM),-0.5%,-0.8%,-3.0%
36,03/04/2023,10:30,AUD,low,Private House Approvals  (Feb),11.3%,-0.8%,-13.5%
37,03/04/2023,10:30,AUD,medium,Retail Sales (MoM)  (Mar),0.2%,0.1%,1.8%
38,03/04/2023,15:30,AUD,low,Commodity Prices (YoY),-9.1%,,4.7%
39,03/04/2023,19:00,USD,medium,OPEC Meeting,,,
40,03/04/2023,21:30,EUR,medium,ECB McCaul Speaks,,,
41,03/04/2023,22:00,USD,low,Total Vehicle Sales  (Mar),14.84M,,14.90M
42,03/04/2023,23:00,USD,medium,Construction Spending (MoM)  (Feb),-0.1%,-0.1%,0.4%
43,03/04/2023,23:00,USD,medium,ISM Manufacturing Employment  (Mar),46.9,50.0,49.1
44,03/04/2023,23:00,USD,low,ISM Manufacturing New Orders Index  (Mar),44.3,49.0,47.0
45,03/04/2023,23:00,USD,high,ISM Manufacturing PMI  (Mar),46.3,47.5,47.7
46,03/04/2023,23:00,USD,high,ISM Manufacturing Prices  (Mar),49.2,51.2,51.3
47,04/04/2023,00:30,USD,low,3-Month Bill Auction,4.780%,,4.675%
48,04/04/2023,00:30,USD,low,6-Month Bill Auction,4.705%,,4.650%
49,04/04/2023,05:15,USD,low,Fed Governor Cook Speaks,,,
50,04/04/2023,08:50,JPY,low,Monetary Base (YoY)  (Mar),-1.2%,2.0%,-1.7%
51,04/04/2023,12:35,JPY,medium,10-Year JGB Auction,0.456%,,0.500%
52,04/04/2023,13:30,AUD,high,RBA Interest Rate Decision  (Apr),3.60%,3.60%,3.60%
53,04/04/2023,13:30,AUD,medium,RBA Rate Statement,,,
54,04/04/2023,18:00,EUR,low,PPI (MoM)  (Feb),-0.5%,-0.3%,-2.8%
55,04/04/2023,18:00,EUR,low,PPI (YoY)  (Feb),13.2%,13.3%,15.1%
56,04/04/2023,18:15,GBP,medium,MPC Member Tenreyro Speaks,,,
57,04/04/2023,21:55,USD,low,Redbook (YoY),3.7%,,2.8%
58,04/04/2023,23:00,USD,low,All Car Sales  (Mar),2.99M,,3.00M
59,04/04/2023,23:00,USD,low,All Truck Sales  (Mar),11.83M,,12.00M
60,04/04/2023,23:00,USD,low,Durables Excluding Defense (MoM)  (Feb),-0.5%,,-0.5%
61,04/04/2023,23:00,USD,low,Durables Excluding Transport (MoM)  (Feb),-0.1%,,0.7%
62,04/04/2023,23:00,USD,medium,Factory Orders (MoM)  (Feb),-0.7%,-0.5%,-2.1%
63,04/04/2023,23:00,USD,low,Factory orders ex transportation (MoM)  (Feb),-0.3%,-0.8%,0.8%
64,04/04/2023,23:00,USD,low,IBD/TIPP Economic Optimism,47.4,,46.9
65,04/04/2023,23:00,USD,high,JOLTS Job Openings  (Feb),9.931M,10.400M,10.563M
66,04/04/2023,23:30,GBP,medium,BoE MPC Member Pill Speaks,,,
67,05/04/2023,02:30,USD,low,Fed Governor Cook Speaks,,,
68,05/04/2023,02:30,USD,medium,FOMC Member Rosengren Speaks,,,
69,05/04/2023,05:30,USD,medium,API Weekly Crude Oil Stock,-4.346M,-1.800M,-6.076M
70,05/04/2023,07:45,USD,medium,FOMC Member Mester Speaks,,,
71,05/04/2023,08:00,AUD,low,AIG Construction Index  (Mar),-5.8,-8.0,-5.0
72,05/04/2023,08:00,AUD,low,AIG Manufacturing Index  (Mar),5.6,-4.0,-6.4
73,05/04/2023,10:30,AUD,low,RBA Chart Pack Release,,,
74,05/04/2023,11:30,AUD,medium,RBA Governor Lowe Speaks,,,
75,05/04/2023,18:15,GBP,medium,MPC Member Tenreyro Speaks,,,
76,05/04/2023,18:30,GBP,low,5-Year Treasury Gilt Auction,3.497%,,3.746%
77,05/04/2023,20:00,USD,low,MBA 30-Year Mortgage Rate,6.40%,6.80%,6.45%
