id,date,time,currency,importance,event,actual,forecast,previous
0,01/11/2024,00:30,USD,low,4-Week Bill Auction,4.580%,,4.650%
1,01/11/2024,00:30,USD,low,8-Week Bill Auction,4.555%,,4.590%
2,01/11/2024,00:30,USD,medium,Atlanta Fed GDPNow  (Q4),2.7%,,
3,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.90M,,0.90M
4,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.26M
5,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.22M,,0.22M
6,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.06M
7,01/11/2024,01:00,USD,low,OPEC Crude oil Production Iran (Barrel),3.20M,,3.30M
8,01/11/2024,01:00,USD,low,OPEC Crude oil Production Iraq (Barrel),3.98M,,4.10M
9,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.40M,,2.41M
10,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.05M,,0.65M
11,01/11/2024,01:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.48M,,1.50M
12,01/11/2024,01:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.00M,,8.98M
13,01/11/2024,01:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.92M,,2.93M
14,01/11/2024,01:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.86M,,0.82M
15,01/11/2024,05:30,USD,medium,Fed's Balance Sheet,"7,013B",,"7,029B"
16,01/11/2024,05:30,USD,low,Reserve Balances with Federal Reserve Banks,3.216T,,3.228T
17,01/11/2024,09:30,AUD,medium,Home Loans (MoM)  (Sep),0.1%,,2.4%
18,01/11/2024,09:30,AUD,low,Invest Housing Finance (MoM),-1.0%,,1.8%
19,01/11/2024,09:30,AUD,medium,PPI (QoQ)  (Q3),0.9%,0.7%,1.0%
20,01/11/2024,09:30,AUD,medium,PPI (YoY)  (Q3),3.9%,,4.8%
21,01/11/2024,14:30,AUD,low,Commodity Prices (YoY)  (Oct),-7.8%,,-10.8%
22,01/11/2024,16:00,GBP,medium,Nationwide HPI (MoM)  (Oct),0.1%,0.3%,0.6%
23,01/11/2024,16:00,GBP,medium,Nationwide HPI (YoY)  (Oct),2.4%,2.8%,3.2%
24,01/11/2024,21:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Oct),4.0%,4.0%,3.9%
25,01/11/2024,21:30,USD,high,Average Hourly Earnings (MoM)  (Oct),0.4%,0.3%,0.3%
26,01/11/2024,21:30,USD,low,Average Weekly Hours  (Oct),34.3,34.2,34.3
27,01/11/2024,21:30,USD,low,Government Payrolls  (Oct),40.0K,,31.0K
28,01/11/2024,21:30,USD,low,Manufacturing Payrolls  (Oct),-46K,-28K,-6K
29,01/11/2024,21:30,USD,high,Nonfarm Payrolls  (Oct),12K,106K,223K
30,01/11/2024,21:30,USD,medium,Participation Rate  (Oct),62.6%,62.7%,62.7%
31,01/11/2024,21:30,USD,medium,Private Nonfarm Payrolls  (Oct),-28K,90K,192K
32,01/11/2024,21:30,USD,medium,U6 Unemployment Rate  (Oct),7.7%,,7.7%
33,01/11/2024,21:30,USD,high,Unemployment Rate  (Oct),4.1%,4.1%,4.1%
34,01/11/2024,23:00,USD,medium,Construction Spending (MoM)  (Sep),0.1%,0.0%,0.1%
35,01/11/2024,23:00,USD,medium,ISM Manufacturing Employment  (Oct),44.4,45.0,43.9
36,01/11/2024,23:00,USD,low,ISM Manufacturing New Orders Index  (Oct),47.1,47.0,46.1
37,01/11/2024,23:00,USD,high,ISM Manufacturing PMI  (Oct),46.5,47.6,47.2
38,01/11/2024,23:00,USD,high,ISM Manufacturing Prices  (Oct),54.8,49.9,48.3
39,02/11/2024,02:00,USD,medium,Atlanta Fed GDPNow  (Q4),2.3%,2.7%,2.7%
40,02/11/2024,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,479,479,480
41,02/11/2024,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,585,,585
42,02/11/2024,04:30,GBP,medium,CFTC GBP speculative net positions,66.4K,,74.6K
43,02/11/2024,04:30,USD,low,CFTC Aluminium speculative net positions,3.2K,,2.6K
44,02/11/2024,04:30,USD,low,CFTC Copper speculative net positions,23.7K,,32.5K
45,02/11/2024,04:30,USD,low,CFTC Corn speculative net positions,83.3K,,17.8K
46,02/11/2024,04:30,USD,medium,CFTC Crude Oil speculative net positions,151.9K,,173.7K
47,02/11/2024,04:30,USD,medium,CFTC Gold speculative net positions,278.7K,,296.2K
48,02/11/2024,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,5.1K,,2.7K
49,02/11/2024,04:30,USD,low,CFTC Natural Gas speculative net positions,-166.2K,,-166.2K
50,02/11/2024,04:30,USD,medium,CFTC S&P 500 speculative net positions,62.7K,,23.0K
51,02/11/2024,04:30,USD,low,CFTC Silver speculative net positions,60.4K,,66.4K
52,02/11/2024,04:30,USD,low,CFTC Soybeans speculative net positions,-92.1K,,-78.3K
53,02/11/2024,04:30,USD,low,CFTC Wheat speculative net positions,-22.9K,,-17.1K
54,02/11/2024,04:30,AUD,medium,CFTC AUD speculative net positions,27.5K,,27.7K
55,02/11/2024,04:30,JPY,medium,CFTC JPY speculative net positions,-24.8K,,12.8K
56,02/11/2024,04:30,EUR,medium,CFTC EUR speculative net positions,-50.3K,,-28.5K
57,04/11/2024,All Day,JPY,,Japan - Culture Day,,,
58,04/11/2024,09:00,AUD,low,MI Inflation Gauge (MoM),0.3%,,0.1%
59,04/11/2024,09:30,AUD,low,ANZ Job Advertisements (MoM)  (Oct),0.3%,,2.3%
60,04/11/2024,18:30,EUR,low,Sentix Investor Confidence  (Nov),-12.8,-12.7,-13.8
61,04/11/2024,19:00,EUR,medium,Eurogroup Meetings,,,
