id,date,time,currency,importance,event,actual,forecast,previous
0,01/01/2024,All Day,USD,,United States - New Year's Day,,,
1,01/01/2024,All Day,GBP,,United Kingdom - New Year's Day,,,
2,01/01/2024,All Day,AUD,,Australia - New Year's Day,,,
3,01/01/2024,All Day,JPY,,Japan - New Year's Day,,,
4,01/01/2024,All Day,GBP,,United Kingdom - New Year's Day,,,
5,02/01/2024,All Day,JPY,,Japan - Market Holiday,,,
6,02/01/2024,09:01,GBP,low,BRC Shop Price Index (YoY),4.3%,,4.3%
7,02/01/2024,14:30,AUD,low,Commodity Prices (YoY),-10.7%,,-12.8%
8,02/01/2024,18:00,EUR,low,M3 Money Supply (YoY)  (Nov),-0.9%,-1.0%,-1.0%
9,02/01/2024,18:00,EUR,low,Loans to Non Financial Corporations  (Nov),0.0%,,-0.3%
10,02/01/2024,18:00,EUR,low,Private Sector Loans (YoY),0.5%,0.8%,0.6%
11,03/01/2024,All Day,JPY,,Japan - Market Holiday,,,
12,03/01/2024,00:00,USD,medium,Construction Spending (MoM)  (Nov),0.4%,0.5%,1.2%
13,03/01/2024,01:30,USD,low,3-Month Bill Auction,5.245%,,5.260%
14,03/01/2024,01:30,USD,low,6-Month Bill Auction,5.045%,,5.080%
15,03/01/2024,03:00,USD,medium,Atlanta Fed GDPNow  (Q4),2.0%,2.3%,2.3%
16,03/01/2024,09:30,AUD,low,RBA Chart Pack Release,,,
17,03/01/2024,21:00,USD,low,MBA 30-Year Mortgage Rate,6.76%,,6.83%
18,03/01/2024,21:00,USD,low,MBA Mortgage Applications (WoW),-10.7%,,-1.5%
19,03/01/2024,21:00,USD,low,MBA Purchase Index,140.7,,148.7
20,03/01/2024,21:00,USD,low,Mortgage Market Index,173.5,,191.6
21,03/01/2024,21:00,USD,low,Mortgage Refinance Index,358.2,,437.6
22,03/01/2024,22:30,USD,low,FOMC Member Barkin Speaks,,,
23,03/01/2024,22:55,USD,low,Redbook (YoY),5.6%,,4.1%
24,04/01/2024,00:00,USD,medium,ISM Manufacturing Employment  (Dec),48.1,46.5,45.8
25,04/01/2024,00:00,USD,low,ISM Manufacturing New Orders Index  (Dec),47.1,49.1,48.3
26,04/01/2024,00:00,USD,high,ISM Manufacturing PMI  (Dec),47.4,47.1,46.7
27,04/01/2024,00:00,USD,high,ISM Manufacturing Prices  (Dec),45.2,47.5,49.9
28,04/01/2024,00:00,USD,high,JOLTS Job Openings  (Nov),8.790M,8.850M,8.852M
29,04/01/2024,03:00,USD,medium,Atlanta Fed GDPNow  (Q4),2.5%,2.0%,2.0%
30,04/01/2024,04:00,USD,high,FOMC Meeting Minutes,,,
31,04/01/2024,06:30,USD,medium,API Weekly Crude Oil Stock,-7.418M,-2.967M,1.837M
32,04/01/2024,18:30,GBP,low,BoE Consumer Credit  (Nov),2.005B,1.400B,1.411B
33,04/01/2024,18:30,GBP,low,M3 Money Supply  (Nov),"2,984.7B",,"2,987.0B"
34,04/01/2024,18:30,GBP,low,M4 Money Supply (MoM)  (Nov),-0.1%,0.2%,0.3%
35,04/01/2024,18:30,GBP,low,Mortgage Approvals  (Nov),50.07K,48.50K,47.89K
36,04/01/2024,18:30,GBP,low,Mortgage Lending  (Nov),-0.04B,,-0.08B
37,04/01/2024,18:30,GBP,low,Net Lending to Individuals,2.0B,1.6B,1.3B
38,04/01/2024,19:00,GBP,low,15-Year Treasury Gilt Auction,4.067%,,4.871%
39,04/01/2024,21:30,USD,low,All Car Sales  (Dec),3.07M,,3.00M
40,04/01/2024,21:30,USD,low,All Truck Sales  (Dec),12.76M,,12.34M
41,04/01/2024,21:30,USD,low,Challenger Job Cuts  (Dec),34.817K,,45.510K
42,04/01/2024,21:30,USD,low,Challenger Job Cuts (YoY),-20.2%,,-40.8%
43,04/01/2024,22:15,USD,high,ADP Nonfarm Employment Change  (Dec),164K,115K,101K
44,04/01/2024,22:30,USD,medium,Continuing Jobless Claims,"1,855K","1,883K","1,886K"
45,04/01/2024,22:30,USD,high,Initial Jobless Claims,202K,216K,220K
46,04/01/2024,22:30,USD,low,Jobless Claims 4-Week Avg.,207.75K,,212.50K
47,05/01/2024,00:00,USD,low,Total Vehicle Sales  (Dec),15.83M,15.50M,15.34M
48,05/01/2024,00:30,USD,low,Natural Gas Storage,-14B,-40B,-87B
49,05/01/2024,01:00,USD,high,Crude Oil Inventories,-5.503M,-3.725M,-7.114M
50,05/01/2024,01:00,USD,low,EIA Refinery Crude Runs  (WoW),0.121M,,0.058M
51,05/01/2024,01:00,USD,low,Crude Oil Imports,-0.758M,,-0.268M
52,05/01/2024,01:00,USD,medium,Cushing Crude Oil Inventories,0.706M,,1.508M
53,05/01/2024,01:00,USD,low,Distillate Fuel Production,0.115M,,0.243M
54,05/01/2024,01:00,USD,low,EIA Weekly Distillates Stocks,10.090M,0.588M,0.741M
55,05/01/2024,01:00,USD,low,Gasoline Production,-1.275M,,-0.008M
56,05/01/2024,01:00,USD,low,Heating Oil Stockpiles,-0.433M,,0.286M
57,05/01/2024,01:00,USD,low,EIA Weekly Refinery Utilization Rates (WoW),0.2%,,0.9%
58,05/01/2024,01:00,USD,low,Gasoline Inventories,10.900M,-0.215M,-0.669M
59,05/01/2024,01:30,USD,low,4-Week Bill Auction,5.290%,,5.325%
60,05/01/2024,01:30,USD,low,8-Week Bill Auction,5.285%,,5.285%
61,05/01/2024,06:30,USD,medium,Fed's Balance Sheet,"7,681B",,"7,713B"
62,05/01/2024,06:30,USD,low,Reserve Balances with Federal Reserve Banks,3.459T,,3.434T
63,05/01/2024,08:50,JPY,low,Monetary Base (YoY)  (Dec),7.9%,9.0%,8.9%
64,05/01/2024,14:00,JPY,low,Household Confidence  (Dec),37.2,36.6,36.1
65,05/01/2024,16:00,GBP,medium,Halifax House Price Index (MoM)  (Dec),1.1%,0.1%,0.6%
66,05/01/2024,16:00,GBP,medium,Halifax House Price Index (YoY)  (Dec),1.7%,,-0.8%
67,05/01/2024,18:00,GBP,low,Car Registration (YoY),9.8%,,9.5%
68,05/01/2024,18:30,GBP,low,Housing Equity Withdrawal (QoQ),-21.8B,,-23.5B
69,05/01/2024,19:00,GBP,low,United Kingdom New Passenger Cars Registration  (Dec),"141,092.0",,"156,525.0"
70,05/01/2024,19:00,EUR,low,Core CPI (MoM),0.4%,,-0.6%
71,05/01/2024,19:00,EUR,medium,Core CPI (YoY),3.4%,3.5%,3.6%
72,05/01/2024,19:00,EUR,medium,CPI (MoM),0.2%,,-0.6%
73,05/01/2024,19:00,EUR,high,CPI (YoY)  (Dec),2.9%,3.0%,2.4%
74,05/01/2024,19:00,EUR,low,"CPI, n.s.a  (Dec)",124.04,,123.85
75,05/01/2024,19:00,EUR,low,HICP ex Energy & Food (YoY)  (Dec),3.9%,,4.2%
76,05/01/2024,19:00,EUR,low,HICP ex Energy and Food (MoM),0.3%,,-0.5%
77,05/01/2024,19:00,EUR,low,PPI (YoY)  (Nov),-8.8%,-8.7%,-9.4%
78,05/01/2024,19:00,EUR,low,PPI (MoM)  (Nov),-0.3%,-0.1%,0.3%
79,05/01/2024,22:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Dec),4.1%,3.9%,4.0%
80,05/01/2024,22:30,USD,high,Average Hourly Earnings (MoM)  (Dec),0.4%,0.3%,0.4%
81,05/01/2024,22:30,USD,low,Average Weekly Hours  (Dec),34.3,34.4,34.4
82,05/01/2024,22:30,USD,low,Government Payrolls  (Dec),52.0K,,37.0K
83,05/01/2024,22:30,USD,low,Manufacturing Payrolls  (Dec),6K,5K,26K
84,05/01/2024,22:30,USD,high,Nonfarm Payrolls  (Dec),216K,170K,173K
85,05/01/2024,22:30,USD,medium,Participation Rate  (Dec),62.5%,62.8%,62.8%
86,05/01/2024,22:30,USD,medium,Private Nonfarm Payrolls  (Dec),164K,130K,136K
87,05/01/2024,22:30,USD,medium,U6 Unemployment Rate  (Dec),7.1%,,7.0%
88,05/01/2024,22:30,USD,high,Unemployment Rate  (Dec),3.7%,3.8%,3.7%
89,06/01/2024,00:00,USD,low,Durables Excluding Defense (MoM)  (Nov),6.5%,,6.5%
90,06/01/2024,00:00,USD,low,Durables Excluding Transport (MoM)  (Nov),0.4%,,0.5%
91,06/01/2024,00:00,USD,medium,Factory Orders (MoM)  (Nov),2.6%,2.1%,-3.4%
92,06/01/2024,00:00,USD,low,Factory orders ex transportation (MoM)  (Nov),0.1%,,-1.3%
93,06/01/2024,00:00,USD,low,ISM Non-Manufacturing Business Activity  (Dec),56.6,,55.1
94,06/01/2024,00:00,USD,medium,ISM Non-Manufacturing Employment  (Dec),43.3,51.0,50.7
95,06/01/2024,00:00,USD,low,ISM Non-Manufacturing New Orders  (Dec),52.8,56.1,55.5
96,06/01/2024,00:00,USD,high,ISM Non-Manufacturing PMI  (Dec),50.6,52.6,52.7
97,06/01/2024,00:00,USD,high,ISM Non-Manufacturing Prices  (Dec),57.4,57.3,58.3
98,06/01/2024,03:00,USD,medium,U.S. Baker Hughes Oil Rig Count,501,,500
99,06/01/2024,03:00,USD,medium,U.S. Baker Hughes Total Rig Count,621,,622
100,06/01/2024,03:30,USD,low,FOMC Member Barkin Speaks,,,
101,06/01/2024,05:30,GBP,medium,CFTC GBP speculative net positions,15.2K,,14.1K
102,06/01/2024,05:30,USD,low,CFTC Aluminium speculative net positions,6.3K,,5.7K
103,06/01/2024,05:30,USD,low,CFTC Copper speculative net positions,8.6K,,7.1K
104,06/01/2024,05:30,USD,low,CFTC Corn speculative net positions,-146.7K,,-127.7K
105,06/01/2024,05:30,USD,medium,CFTC Crude Oil speculative net positions,163.7K,,199.3K
106,06/01/2024,05:30,USD,medium,CFTC Gold speculative net positions,207.6K,,207.7K
107,06/01/2024,05:30,USD,medium,CFTC Nasdaq 100 speculative net positions,39.1K,,28.0K
108,06/01/2024,05:30,USD,low,CFTC Natural Gas speculative net positions,-91.6K,,-106.1K
109,06/01/2024,05:30,USD,medium,CFTC S&P 500 speculative net positions,-214.1K,,-192.5K
