id,date,time,currency,importance,event,actual,forecast,previous
0,01/02/2024,00:30,USD,high,Crude Oil Inventories,1.234M,-0.217M,-9.233M
1,01/02/2024,00:30,USD,low,EIA Refinery Crude Runs  (WoW),-0.428M,,-1.377M
2,01/02/2024,00:30,USD,low,Crude Oil Imports,0.565M,,-1.245M
3,01/02/2024,00:30,USD,medium,Cushing Crude Oil Inventories,-1.972M,,-2.008M
4,01/02/2024,00:30,USD,low,Distillate Fuel Production,-0.115M,,-0.402M
5,01/02/2024,00:30,USD,low,EIA Weekly Distillates Stocks,-2.542M,-0.425M,-1.417M
6,01/02/2024,00:30,USD,low,Gasoline Production,0.956M,,-1.040M
7,01/02/2024,00:30,USD,low,Heating Oil Stockpiles,0.456M,,-0.379M
8,01/02/2024,00:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),-2.6%,,-7.1%
9,01/02/2024,00:30,USD,low,Gasoline Inventories,1.156M,1.483M,4.913M
10,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.96M,,0.96M
11,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
12,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.21M,,0.22M
13,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.05M,,0.06M
14,01/02/2024,00:45,USD,low,OPEC Crude oil Production Iran (Barrel),3.10M,,3.13M
15,01/02/2024,00:45,USD,low,OPEC Crude oil Production Iraq (Barrel),4.15M,,4.29M
16,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.41M,,2.55M
17,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Libya (Barrel),1.00M,,1.16M
18,01/02/2024,00:45,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.54M,,1.50M
19,01/02/2024,00:45,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),8.99M,,8.95M
20,01/02/2024,00:45,USD,low,OPEC Crude oil Production UAE (Barrel),2.92M,,2.89M
21,01/02/2024,00:45,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.79M,,0.77M
22,01/02/2024,04:00,USD,high,FOMC Statement,,,
23,01/02/2024,04:00,USD,high,Fed Interest Rate Decision,5.50%,5.50%,5.50%
24,01/02/2024,04:30,USD,high,FOMC Press Conference,,,
25,01/02/2024,08:50,JPY,low,Foreign Bonds Buying,382.9B,,-43.5B
26,01/02/2024,08:50,JPY,low,Foreign Investments in Japanese Stocks,720.3B,,287.0B
27,01/02/2024,09:30,AUD,low,Building Approvals (YoY)  (Dec),-2.00%,,-1.20%
28,01/02/2024,09:30,AUD,medium,Building Approvals (MoM)  (Dec),-9.5%,0.5%,0.3%
29,01/02/2024,09:30,AUD,low,Export Price Index (QoQ)  (Q4),5.6%,,-3.1%
30,01/02/2024,09:30,AUD,low,Import Price Index (QoQ)  (Q4),1.1%,0.6%,0.8%
31,01/02/2024,09:30,AUD,low,NAB Quarterly Business Confidence,-6,,-1
