id,date,time,currency,importance,event,actual,forecast,previous
0,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),1.01M,,1.00M
1,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
2,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.17M,,0.20M
3,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.09M,,0.10M
4,01/07/2022,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.54M,,2.57M
5,01/07/2022,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.41M,,4.43M
6,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.69M,,2.66M
7,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),0.71M,,0.89M
8,01/07/2022,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.26M,,1.31M
9,01/07/2022,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),10.42M,,10.36M
10,01/07/2022,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),3.05M,,3.02M
11,01/07/2022,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.72M,,0.72M
12,01/07/2022,00:00,USD,low,M2 Money Supply (MoM)  (May),21.61T,,21.65T
13,01/07/2022,00:30,USD,low,4-Week Bill Auction,1.240%,,1.100%
14,01/07/2022,00:30,USD,low,8-Week Bill Auction,1.650%,,1.500%
15,01/07/2022,00:53,USD,low,Dallas Fed PCE  (May),5.30%,,2.90%
16,01/07/2022,07:30,AUD,low,AIG Manufacturing Index  (Jun),54.0,,52.4
17,01/07/2022,08:30,JPY,low,Jobs/applications ratio  (May),1.24,1.24,1.23
18,01/07/2022,08:30,JPY,medium,Tokyo Core CPI (YoY)  (Jun),2.1%,2.1%,1.9%
19,01/07/2022,08:30,JPY,low,Tokyo CPI (YoY)  (Jun),2.3%,,2.4%
20,01/07/2022,08:30,JPY,low,CPI Tokyo Ex Food and Energy (MoM)  (Jun),-0.1%,,0.2%
21,01/07/2022,08:30,JPY,low,Unemployment Rate  (May),2.6%,2.5%,2.5%
22,01/07/2022,08:50,JPY,medium,Tankan All Big Industry CAPEX  (Q2),18.6%,8.9%,2.2%
