id,date,time,currency,importance,event,actual,forecast,previous
0,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.87M,,0.87M
1,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.27M
2,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.19M,,0.18M
3,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.11M,,0.11M
4,01/06/2021,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.39M,,2.30M
5,01/06/2021,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),3.92M,,3.91M
6,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.33M,,2.33M
7,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.13M,,1.20M
8,01/06/2021,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.55M,,1.48M
9,01/06/2021,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),8.13M,,8.09M
10,01/06/2021,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.61M,,2.61M
11,01/06/2021,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.45M,,0.53M
12,01/06/2021,00:00,USD,low,M2 Money Supply (MoM)  (Apr),20.4T,,20.1T
13,01/06/2021,07:30,AUD,low,AIG Manufacturing Index  (May),61.8,,61.7
14,01/06/2021,08:50,JPY,medium,Capital Spending (YoY)  (Q1),-7.8%,,-4.8%
15,01/06/2021,10:30,AUD,medium,Building Approvals (MoM)  (Apr),-8.6%,-10.0%,18.9%
16,01/06/2021,10:30,AUD,low,Business inventories (MoM)  (Q1),2.1%,0.2%,-0.1%
17,01/06/2021,10:30,AUD,medium,Company Gross Operating Profits (QoQ)  (Q1),-0.3%,3.0%,-4.8%
18,01/06/2021,10:30,AUD,low,Company Profits Pre-Tax (QoQ)  (Q1),-6.0%,,2.4%
19,01/06/2021,10:30,AUD,medium,Current Account  (Q1),18.3B,17.9B,14.5B
20,01/06/2021,10:30,AUD,low,Net Exports Contribution  (Q1),-0.6%,-1.1%,-0.1%
21,01/06/2021,10:30,AUD,low,Private House Approvals  (Apr),4.6%,,0.1%
22,01/06/2021,13:30,AUD,high,RBA Interest Rate Decision  (Jun),0.10%,0.10%,0.10%
23,01/06/2021,13:30,AUD,medium,RBA Rate Statement,,,
24,01/06/2021,15:00,GBP,medium,Nationwide HPI (MoM)  (May),1.8%,0.8%,2.3%
25,01/06/2021,15:00,GBP,medium,Nationwide HPI (YoY)  (May),10.9%,9.2%,7.1%
26,01/06/2021,15:30,AUD,low,Commodity Prices (YoY),39.7%,,33.6%
27,01/06/2021,18:00,EUR,low,Core CPI (MoM),0.2%,,0.5%
28,01/06/2021,18:00,EUR,medium,Core CPI (YoY)  (May),0.9%,0.7%,0.7%
29,01/06/2021,18:00,EUR,medium,CPI (MoM),0.3%,,0.6%
30,01/06/2021,18:00,EUR,high,CPI (YoY)  (May),2.0%,1.9%,1.6%
31,01/06/2021,18:00,EUR,low,"CPI, n.s.a  (May)",107.43,,107.14
32,01/06/2021,18:00,EUR,low,HICP ex Energy & Food (YoY)  (May),0.9%,0.9%,0.8%
33,01/06/2021,18:00,EUR,low,HICP ex Energy and Food (MoM)  (May),0.2%,0.5%,0.5%
34,01/06/2021,18:00,EUR,medium,Unemployment Rate  (Apr),8.0%,8.1%,8.1%
35,01/06/2021,19:00,USD,medium,OPEC Meeting,,,
36,01/06/2021,23:00,USD,medium,Construction Spending (MoM)  (Apr),0.2%,0.5%,1.0%
37,01/06/2021,23:00,USD,medium,FOMC Member Quarles Speaks,,,
38,01/06/2021,23:00,USD,medium,ISM Manufacturing Employment  (May),50.9,61.5,55.1
39,01/06/2021,23:00,USD,low,ISM Manufacturing New Orders Index  (May),67.0,,64.3
40,01/06/2021,23:00,USD,high,ISM Manufacturing PMI  (May),61.2,60.9,60.7
41,01/06/2021,23:00,USD,high,ISM Manufacturing Prices  (May),88.0,89.8,89.6
42,01/06/2021,23:30,USD,low,Dallas Fed Mfg Business Index  (May),34.9,,37.3
43,02/06/2021,00:00,GBP,medium,BoE Gov Bailey Speaks,,,
