id,date,time,currency,importance,event,actual,forecast,previous
0,01/11/2021,00:00,USD,low,M2 Money Supply (MoM)  (Sep),21.2T,,21.0T
1,01/11/2021,06:30,AUD,low,AIG Manufacturing Index  (Oct),50.4,,51.2
2,01/11/2021,09:00,AUD,low,MI Inflation Gauge (MoM),0.2%,,0.3%
3,01/11/2021,09:30,AUD,low,ANZ Job Advertisements (MoM),6.2%,,-2.8%
4,01/11/2021,09:30,AUD,medium,Home Loans (MoM),-2.7%,-2.0%,-6.6%
5,01/11/2021,09:30,AUD,low,Invest Housing Finance (MoM),1.4%,,1.5%
6,01/11/2021,12:45,JPY,medium,10-Year JGB Auction,0.107%,,0.049%
7,01/11/2021,14:30,GBP,medium,Investing.com GBP/USD Index,47.3%,,41.1%
8,01/11/2021,14:30,USD,medium,Investing.com Gold Index,59.9%,,54.3%
9,01/11/2021,14:30,AUD,low,Commodity Prices (YoY),40.7%,,36.8%
10,01/11/2021,14:30,AUD,medium,Investing.com AUD/USD Index,23.6%,,28.4%
11,01/11/2021,14:30,JPY,medium,Investing.com USD/JPY Index,49.5%,,54.1%
12,01/11/2021,14:30,EUR,medium,Investing.com EUR/USD Index,42.7%,,40.1%
13,01/11/2021,23:00,USD,medium,Construction Spending (MoM)  (Sep),-0.5%,0.4%,0.1%
14,01/11/2021,23:00,USD,medium,ISM Manufacturing Employment  (Oct),52.0,,50.2
15,01/11/2021,23:00,USD,low,ISM Manufacturing New Orders Index  (Oct),59.8,,66.7
16,01/11/2021,23:00,USD,high,ISM Manufacturing PMI  (Oct),60.8,60.5,61.1
17,01/11/2021,23:00,USD,high,ISM Manufacturing Prices  (Oct),85.7,78.5,81.2
18,02/11/2021,00:30,USD,low,3-Month Bill Auction,0.050%,,0.055%
19,02/11/2021,00:30,USD,low,6-Month Bill Auction,0.065%,,0.060%
20,02/11/2021,08:50,JPY,medium,BoJ Monetary Policy Statement,,,
21,02/11/2021,08:50,JPY,low,Monetary Base (YoY),9.9%,,11.7%
22,02/11/2021,12:30,AUD,high,RBA Interest Rate Decision  (Nov),0.10%,0.10%,0.10%
23,02/11/2021,12:30,AUD,medium,RBA Rate Statement,,,
24,02/11/2021,14:50,AUD,medium,RBA Assist Gov Debelle Speaks,,,
25,02/11/2021,16:20,EUR,medium,ECB's Enria Speaks,,,
26,02/11/2021,20:20,EUR,medium,ECB's Elderson Speaks,,,
27,02/11/2021,21:55,USD,low,Redbook (YoY),16.9%,,15.6%
28,02/11/2021,23:00,USD,low,IBD/TIPP Economic Optimism,43.9,,46.8
29,03/11/2021,All Day,JPY,,Japan - Culture Day,,,
30,03/11/2021,00:30,USD,low,52-Week Bill Auction,0.160%,,0.090%
31,03/11/2021,05:30,USD,medium,API Weekly Crude Oil Stock,3.594M,1.567M,2.318M
32,03/11/2021,05:30,USD,low,API Weekly Gasoline Stock,-0.552M,,0.530M
