id,date,time,currency,importance,event,actual,forecast,previous
0,01/05/2024,All Day,GBP,,United Kingdom - Labor Day,,,
1,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.90M,,0.90M
2,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.25M
3,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.22M,,0.21M
4,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.05M
5,01/05/2024,01:00,USD,low,OPEC Crude oil Production Iran (Barrel),3.15M,,3.03M
6,01/05/2024,01:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.15M,,4.13M
7,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.41M,,2.41M
8,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.17M,,1.17M
9,01/05/2024,01:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.45M,,1.57M
10,01/05/2024,01:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.00M,,8.98M
11,01/05/2024,01:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.92M,,2.92M
12,01/05/2024,01:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.79M,,0.80M
13,01/05/2024,05:30,USD,medium,API Weekly Crude Oil Stock,4.906M,-1.500M,-3.230M
14,01/05/2024,08:00,AUD,low,AIG Construction Index  (Apr),-25.6,,-12.9
15,01/05/2024,08:00,AUD,low,AIG Manufacturing Index  (Apr),-13.9,,-7.0
16,01/05/2024,15:00,GBP,medium,Nationwide HPI (YoY)  (Apr),0.6%,1.2%,1.6%
17,01/05/2024,15:00,GBP,medium,Nationwide HPI (MoM)  (Apr),-0.4%,0.2%,-0.2%
18,01/05/2024,15:30,AUD,low,Commodity Prices (YoY),-11.6%,,-15.3%
19,01/05/2024,18:00,GBP,low,10-Year Treasury Gilt Auction,4.371%,,4.015%
20,01/05/2024,20:00,USD,low,MBA 30-Year Mortgage Rate,7.29%,,7.24%
21,01/05/2024,20:00,USD,low,MBA Mortgage Applications (WoW),-2.3%,,-2.7%
22,01/05/2024,20:00,USD,low,MBA Purchase Index,141.7,,144.2
23,01/05/2024,20:00,USD,low,Mortgage Market Index,192.1,,196.7
24,01/05/2024,20:00,USD,low,Mortgage Refinance Index,456.9,,472.7
25,01/05/2024,21:15,USD,high,ADP Nonfarm Employment Change  (Apr),192K,179K,208K
26,01/05/2024,23:00,USD,medium,Construction Spending (MoM)  (Mar),-0.2%,0.3%,-0.3%
27,01/05/2024,23:00,USD,medium,ISM Manufacturing Employment  (Apr),48.6,48.2,47.4
28,01/05/2024,23:00,USD,low,ISM Manufacturing New Orders Index  (Apr),49.1,51.0,51.4
29,01/05/2024,23:00,USD,high,ISM Manufacturing PMI  (Apr),49.2,50.0,50.3
30,01/05/2024,23:00,USD,high,ISM Manufacturing Prices  (Apr),60.9,55.5,55.8
31,01/05/2024,23:00,USD,high,JOLTS Job Openings  (Mar),8.488M,8.680M,8.813M
32,01/05/2024,23:30,USD,high,Crude Oil Inventories,7.265M,-2.300M,-6.368M
33,01/05/2024,23:30,USD,low,EIA Refinery Crude Runs  (WoW),-0.230M,,-0.042M
34,01/05/2024,23:30,USD,low,Crude Oil Imports,1.536M,,-0.417M
35,01/05/2024,23:30,USD,medium,Cushing Crude Oil Inventories,1.089M,,-0.659M
36,01/05/2024,23:30,USD,low,Distillate Fuel Production,-0.271M,,0.178M
37,01/05/2024,23:30,USD,low,EIA Weekly Distillates Stocks,-0.732M,,1.614M
38,01/05/2024,23:30,USD,low,Gasoline Production,0.254M,,-0.275M
39,01/05/2024,23:30,USD,low,Heating Oil Stockpiles,-0.179M,,1.073M
40,01/05/2024,23:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),-1.0%,,0.4%
41,01/05/2024,23:30,USD,low,Gasoline Inventories,0.344M,,-0.634M
42,02/05/2024,02:00,USD,medium,Atlanta Fed GDPNow  (Q2),3.3%,3.9%,3.9%
43,02/05/2024,03:00,USD,high,FOMC Statement,,,
44,02/05/2024,03:00,USD,high,Fed Interest Rate Decision,5.50%,5.50%,5.50%
45,02/05/2024,03:30,USD,high,FOMC Press Conference,,,
46,02/05/2024,08:50,JPY,low,Monetary Base (YoY)  (Apr),1.8%,,1.2%
47,02/05/2024,08:50,JPY,medium,Monetary Policy Meeting Minutes,,,
48,02/05/2024,10:30,AUD,low,Building Approvals (YoY)  (Mar),-2.50%,5.20%,4.90%
49,02/05/2024,10:30,AUD,medium,Building Approvals (MoM)  (Mar),1.9%,3.5%,-0.9%
50,02/05/2024,10:30,AUD,low,Exports (MoM),0.1%,,-3.2%
51,02/05/2024,10:30,AUD,low,Imports (MoM),4.2%,,4.5%
52,02/05/2024,10:30,AUD,low,Private House Approvals  (Mar),3.8%,,12.4%
53,02/05/2024,10:30,AUD,medium,Trade Balance,5.024B,7.190B,6.591B
54,02/05/2024,14:00,JPY,low,Household Confidence  (Apr),38.3,39.7,39.5
55,02/05/2024,20:30,USD,low,Challenger Job Cuts (YoY),-3.3%,,0.7%
56,02/05/2024,20:30,USD,low,Challenger Job Cuts  (Apr),64.789K,,90.309K
57,02/05/2024,21:30,USD,medium,Continuing Jobless Claims,"1,774K","1,800K","1,774K"
58,02/05/2024,21:30,USD,medium,Exports,257.60B,,263.00B
59,02/05/2024,21:30,USD,medium,Imports,327.00B,,331.90B
60,02/05/2024,21:30,USD,high,Initial Jobless Claims,208K,212K,208K
61,02/05/2024,21:30,USD,low,Jobless Claims 4-Week Avg.,210.00K,,213.50K
62,02/05/2024,21:30,USD,medium,Nonfarm Productivity (QoQ)  (Q1),0.3%,0.8%,3.5%
63,02/05/2024,21:30,USD,medium,Trade Balance  (Mar),-69.40B,-69.50B,-69.50B
64,02/05/2024,21:30,USD,medium,Unit Labor Costs (QoQ)  (Q1),4.7%,3.6%,0.4%
65,02/05/2024,23:00,USD,low,All Car Sales  (Apr),3.04M,,3.02M
66,02/05/2024,23:00,USD,low,All Truck Sales  (Apr),12.69M,,12.54M
67,02/05/2024,23:00,USD,low,Durables Excluding Defense (MoM)  (Mar),2.3%,,2.3%
68,02/05/2024,23:00,USD,low,Durables Excluding Transport (MoM)  (Mar),0.2%,,0.3%
69,02/05/2024,23:00,USD,medium,Factory Orders (MoM)  (Mar),1.6%,1.6%,1.2%
70,02/05/2024,23:00,USD,low,Factory orders ex transportation (MoM)  (Mar),0.5%,0.2%,1.1%
71,02/05/2024,23:30,USD,low,Natural Gas Storage,59B,68B,92B
72,03/05/2024,All Day,JPY,,Japan - Constitution Day,,,
73,03/05/2024,00:30,USD,low,4-Week Bill Auction,5.275%,,5.275%
74,03/05/2024,00:30,USD,low,8-Week Bill Auction,5.270%,,5.275%
75,03/05/2024,02:00,USD,medium,Atlanta Fed GDPNow  (Q2),3.3%,3.3%,3.3%
76,03/05/2024,05:15,EUR,medium,ECB's Lane Speaks,,,
77,03/05/2024,05:30,USD,medium,Fed's Balance Sheet,"7,362B",,"7,402B"
78,03/05/2024,05:30,USD,low,Reserve Balances with Federal Reserve Banks,3.317T,,3.272T
79,03/05/2024,10:30,AUD,medium,Home Loans (MoM),2.8%,1.0%,1.5%
80,03/05/2024,10:30,AUD,low,Invest Housing Finance (MoM),3.8%,,1.2%
81,03/05/2024,18:00,EUR,medium,Unemployment Rate  (Mar),6.5%,6.5%,6.5%
82,03/05/2024,21:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Apr),3.9%,4.0%,4.1%
83,03/05/2024,21:30,USD,high,Average Hourly Earnings (MoM)  (Apr),0.2%,0.3%,0.3%
84,03/05/2024,21:30,USD,low,Average Weekly Hours  (Apr),34.3,34.4,34.4
85,03/05/2024,21:30,USD,low,Government Payrolls  (Apr),8.0K,,72.0K
86,03/05/2024,21:30,USD,low,Manufacturing Payrolls  (Apr),8K,5K,-4K
87,03/05/2024,21:30,USD,high,Nonfarm Payrolls  (Apr),175K,238K,315K
88,03/05/2024,21:30,USD,medium,Participation Rate  (Apr),62.7%,,62.7%
89,03/05/2024,21:30,USD,medium,Private Nonfarm Payrolls  (Apr),167K,181K,243K
90,03/05/2024,21:30,USD,medium,U6 Unemployment Rate  (Apr),7.4%,,7.3%
91,03/05/2024,21:30,USD,high,Unemployment Rate  (Apr),3.9%,3.8%,3.8%
92,03/05/2024,23:00,USD,low,ISM Non-Manufacturing Business Activity  (Apr),50.9,,57.4
93,03/05/2024,23:00,USD,medium,ISM Non-Manufacturing Employment  (Apr),45.9,49.0,48.5
94,03/05/2024,23:00,USD,low,ISM Non-Manufacturing New Orders  (Apr),52.2,54.5,54.4
95,03/05/2024,23:00,USD,high,ISM Non-Manufacturing PMI  (Apr),49.4,52.0,51.4
96,03/05/2024,23:00,USD,high,ISM Non-Manufacturing Prices  (Apr),59.2,55.0,53.4
97,03/05/2024,23:00,USD,low,Total Vehicle Sales  (Apr),15.74M,,15.50M
98,04/05/2024,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,499,,506
99,04/05/2024,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,605,,613
100,04/05/2024,04:30,GBP,medium,CFTC GBP speculative net positions,-29.0K,,-26.2K
101,04/05/2024,04:30,USD,low,CFTC Aluminium speculative net positions,1.4K,,1.3K
102,04/05/2024,04:30,USD,low,CFTC Copper speculative net positions,58.1K,,58.4K
103,04/05/2024,04:30,USD,low,CFTC Corn speculative net positions,-143.4K,,-160.2K
104,04/05/2024,04:30,USD,medium,CFTC Crude Oil speculative net positions,265.5K,,264.8K
105,04/05/2024,04:30,USD,medium,CFTC Gold speculative net positions,204.2K,,202.9K
106,04/05/2024,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,2.8K,,6.1K
107,04/05/2024,04:30,USD,low,CFTC Natural Gas speculative net positions,-150.2K,,-132.5K
108,04/05/2024,04:30,USD,medium,CFTC S&P 500 speculative net positions,43.1K,,67.7K
109,04/05/2024,04:30,USD,low,CFTC Silver speculative net positions,54.5K,,59.3K
110,04/05/2024,04:30,USD,low,CFTC Soybeans speculative net positions,-162.3K,,-154.6K
111,04/05/2024,04:30,USD,low,CFTC Wheat speculative net positions,-24.5K,,-43.4K
112,04/05/2024,04:30,AUD,medium,CFTC AUD speculative net positions,-83.2K,,-96.2K
113,04/05/2024,04:30,JPY,medium,CFTC JPY speculative net positions,-168.4K,,-179.9K
114,04/05/2024,04:30,EUR,medium,CFTC EUR speculative net positions,-6.8K,,-10.0K
115,04/05/2024,08:45,USD,low,Fed Goolsbee Speaks,,,
116,04/05/2024,08:45,USD,medium,FOMC Member Williams Speaks,,,
117,04/05/2024,22:20,USD,low,Fed Governor Cook Speaks,,,
118,05/05/2024,03:20,USD,low,Fed Governor Cook Speaks,,,
119,06/05/2024,All Day,JPY,,Japan - Children's Day,,,
120,06/05/2024,All Day,GBP,,United Kingdom - Bank Holiday,,,
