id,date,time,currency,importance,event,actual,forecast,previous
0,01/05/2025,01:30,USD,medium,Atlanta Fed GDPNow  (Q2),2.4%,,
1,01/05/2025,09:00,GBP,medium,U.K. General Election,,,
2,01/05/2025,09:00,USD,high,U.S. President Trump Speaks,,,
3,01/05/2025,10:30,AUD,low,Export Price Index (QoQ)  (Q1),2.1%,,3.6%
4,01/05/2025,10:30,AUD,low,Exports (MoM)  (Mar),7.6%,,-4.2%
5,01/05/2025,10:30,AUD,low,Import Price Index (QoQ)  (Q1),3.3%,0.3%,0.2%
6,01/05/2025,10:30,AUD,low,Imports (MoM)  (Mar),-2.2%,,1.8%
7,01/05/2025,10:30,AUD,medium,Trade Balance  (Mar),6.900B,3.230B,2.852B
8,01/05/2025,11:30,JPY,medium,BoJ Monetary Policy Statement,,,
9,01/05/2025,12:00,JPY,medium,BoJ Outlook Report (YoY),,,
10,01/05/2025,12:00,JPY,high,BoJ Interest Rate Decision,0.50%,0.50%,0.50%
11,01/05/2025,14:00,JPY,low,Household Confidence  (Apr),31.2,33.9,34.1
12,01/05/2025,15:30,AUD,low,Commodity Prices (YoY)  (Apr),-6.1%,,-7.2%
13,01/05/2025,15:30,JPY,medium,BoJ Press Conference,,,
14,01/05/2025,17:30,GBP,low,BoE Consumer Credit  (Mar),0.875B,1.200B,1.307B
15,01/05/2025,17:30,GBP,low,M3 Money Supply  (Mar),"3,129.5B",,"3,120.7B"
16,01/05/2025,17:30,GBP,low,M4 Money Supply (MoM)  (Mar),0.3%,0.2%,0.2%
17,01/05/2025,17:30,GBP,low,Mortgage Approvals  (Mar),64.31K,64.00K,65.09K
18,01/05/2025,17:30,GBP,low,Mortgage Lending  (Mar),12.96B,3.80B,3.30B
19,01/05/2025,17:30,GBP,low,Net Lending to Individuals  (Mar),13.800B,4.400B,4.600B
20,01/05/2025,20:30,USD,low,Challenger Job Cuts (YoY),62.7%,,204.8%
21,01/05/2025,20:30,USD,low,Challenger Job Cuts  (Apr),105.441K,,275.240K
22,01/05/2025,21:30,USD,medium,Continuing Jobless Claims,"1,916K","1,860K","1,833K"
23,01/05/2025,21:30,USD,high,Initial Jobless Claims,241K,224K,223K
24,01/05/2025,21:30,USD,low,Jobless Claims 4-Week Avg.,226.00K,,220.50K
25,01/05/2025,23:00,USD,medium,Construction Spending (MoM)  (Mar),-0.5%,0.2%,0.6%
26,01/05/2025,23:00,USD,medium,ISM Manufacturing Employment  (Apr),46.5,,44.7
27,01/05/2025,23:00,USD,low,ISM Manufacturing New Orders Index  (Apr),47.2,,45.2
28,01/05/2025,23:00,USD,high,ISM Manufacturing PMI  (Apr),48.7,48.0,49.0
29,01/05/2025,23:00,USD,high,ISM Manufacturing Prices  (Apr),69.8,72.9,69.4
30,02/05/2025,00:30,USD,low,4-Week Bill Auction,4.240%,,4.220%
31,02/05/2025,00:30,USD,low,8-Week Bill Auction,4.220%,,4.225%
32,02/05/2025,01:00,USD,medium,Atlanta Fed GDPNow  (Q2),1.1%,2.4%,2.4%
33,02/05/2025,03:00,USD,low,Natural Gas Storage,107B,111B,88B
34,02/05/2025,05:30,USD,medium,Fed's Balance Sheet,"6,709B",,"6,727B"
35,02/05/2025,05:30,USD,low,Reserve Balances with Federal Reserve Banks,3.000T,,3.209T
36,02/05/2025,08:30,JPY,low,Jobs/applications ratio  (Mar),1.26,1.25,1.24
37,02/05/2025,08:30,JPY,low,Unemployment Rate  (Mar),2.5%,2.4%,2.4%
38,02/05/2025,08:50,JPY,low,Foreign Bonds Buying,435.2B,,218.2B
