id,date,time,currency,importance,event,actual,forecast,previous
0,01/06/2024,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,496,,497
1,01/06/2024,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,600,,600
2,01/06/2024,04:30,GBP,medium,CFTC GBP speculative net positions,25.4K,,1.1K
3,01/06/2024,04:30,USD,low,CFTC Aluminium speculative net positions,1.1K,,1.1K
4,01/06/2024,04:30,USD,low,CFTC Copper speculative net positions,65.5K,,71.7K
5,01/06/2024,04:30,USD,low,CFTC Corn speculative net positions,-51.6K,,-41.8K
6,01/06/2024,04:30,USD,medium,CFTC Crude Oil speculative net positions,243.9K,,219.3K
7,01/06/2024,04:30,USD,medium,CFTC Gold speculative net positions,236.6K,,229.8K
8,01/06/2024,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,-3.7K,,4.7K
9,01/06/2024,04:30,USD,low,CFTC Natural Gas speculative net positions,-75.4K,,-90.1K
10,01/06/2024,04:30,USD,medium,CFTC S&P 500 speculative net positions,-2.2K,,-22.8K
11,01/06/2024,04:30,USD,low,CFTC Silver speculative net positions,57.2K,,59.6K
12,01/06/2024,04:30,USD,low,CFTC Soybeans speculative net positions,-25.9K,,-45.0K
13,01/06/2024,04:30,USD,low,CFTC Wheat speculative net positions,-14.4K,,-12.5K
14,01/06/2024,04:30,AUD,medium,CFTC AUD speculative net positions,-49.9K,,-56.2K
15,01/06/2024,04:30,JPY,medium,CFTC JPY speculative net positions,-156.0K,,-144.4K
16,01/06/2024,04:30,EUR,medium,CFTC EUR speculative net positions,57.6K,,41.5K
17,01/06/2024,07:15,USD,medium,FOMC Member Bostic Speaks,,,
18,02/06/2024,19:00,USD,medium,OPEC Meeting,,,
19,03/06/2024,08:50,JPY,medium,Capital Spending (YoY)  (Q1),6.8%,12.2%,16.4%
20,03/06/2024,10:00,AUD,low,MI Inflation Gauge (MoM),0.3%,,0.1%
21,03/06/2024,15:30,AUD,low,Commodity Prices (YoY),-4.2%,,-12.1%
22,03/06/2024,23:00,USD,medium,Construction Spending (MoM)  (Apr),-0.1%,0.2%,-0.2%
23,03/06/2024,23:00,USD,medium,ISM Manufacturing Employment  (May),51.1,48.5,48.6
24,03/06/2024,23:00,USD,low,ISM Manufacturing New Orders Index  (May),45.4,49.4,49.1
25,03/06/2024,23:00,USD,high,ISM Manufacturing PMI  (May),48.7,49.8,49.2
26,03/06/2024,23:00,USD,high,ISM Manufacturing Prices  (May),57.0,60.0,60.9
