id,date,time,currency,importance,event,actual,forecast,previous
0,02/09/2024,All Day,USD,,United States - Labor Day,,,
1,02/09/2024,08:50,JPY,medium,Capital Spending (YoY)  (Q2),7.4%,9.6%,6.8%
2,02/09/2024,10:30,AUD,low,ANZ Job Advertisements (MoM)  (Aug),-2.1%,,-2.7%
3,02/09/2024,10:30,AUD,low,Building Approvals (YoY)  (Jul),24.90%,9.80%,11.40%
4,02/09/2024,10:30,AUD,medium,Building Approvals (MoM)  (Jul),10.4%,2.4%,-6.4%
5,02/09/2024,10:30,AUD,low,Business inventories (MoM)  (Q2),0.1%,-0.5%,1.5%
6,02/09/2024,10:30,AUD,medium,Company Gross Operating Profits (QoQ)  (Q2),-5.3%,-0.6%,-2.5%
7,02/09/2024,10:30,AUD,low,Company Profits Pre-Tax (QoQ)  (Q2),-1.7%,,-8.4%
8,02/09/2024,10:30,AUD,low,Private House Approvals  (Jul),0.6%,,-0.5%
9,02/09/2024,11:30,AUD,low,MI Inflation Gauge (MoM),-0.1%,,0.4%
10,02/09/2024,15:30,AUD,low,Commodity Prices (YoY)  (Aug),-5.2%,,-4.1%
11,03/09/2024,08:01,GBP,medium,BRC Retail Sales Monitor (YoY)  (Aug),0.8%,,0.3%
12,03/09/2024,08:50,JPY,low,Monetary Base (YoY)  (Aug),0.6%,0.6%,1.2%
13,03/09/2024,10:30,AUD,medium,Current Account  (Q2),-10.7B,-4.5B,-6.3B
14,03/09/2024,10:30,AUD,low,Net Exports Contribution  (Q2),0.2%,0.6%,-0.9%
15,03/09/2024,12:35,JPY,medium,10-Year JGB Auction,0.915%,,0.926%
16,03/09/2024,23:00,USD,medium,Construction Spending (MoM)  (Jul),-0.3%,0.1%,0.0%
17,03/09/2024,23:00,USD,medium,ISM Manufacturing Employment  (Aug),46.0,,43.4
18,03/09/2024,23:00,USD,low,ISM Manufacturing New Orders Index  (Aug),44.6,,47.4
19,03/09/2024,23:00,USD,high,ISM Manufacturing PMI  (Aug),47.2,47.5,46.8
20,03/09/2024,23:00,USD,high,ISM Manufacturing Prices  (Aug),54.0,52.1,52.9
21,03/09/2024,23:00,EUR,medium,ECB's Supervisory Board Member Jochnick Speaks,,,
22,03/09/2024,23:10,USD,low,IBD/TIPP Economic Optimism  (Sep),46.1,46.2,44.5
23,04/09/2024,00:30,USD,low,3-Month Bill Auction,4.970%,,4.980%
24,04/09/2024,00:30,USD,low,6-Month Bill Auction,4.645%,,4.685%
25,04/09/2024,01:00,USD,medium,Atlanta Fed GDPNow  (Q3),2.0%,2.5%,2.5%
26,04/09/2024,02:00,USD,low,52-Week Bill Auction,4.150%,,4.255%
27,04/09/2024,08:00,AUD,low,AIG Construction Index  (Aug),-38.1,,-23.2
28,04/09/2024,08:00,AUD,low,AIG Manufacturing Index  (Aug),-30.8,,-19.5
29,04/09/2024,10:30,AUD,medium,GDP (YoY)  (Q2),1.0%,1.0%,1.3%
30,04/09/2024,10:30,AUD,medium,GDP (QoQ)  (Q2),0.2%,0.2%,0.2%
31,04/09/2024,10:30,AUD,low,GDP Capital Expenditure  (Q2),-0.1%,,-0.6%
32,04/09/2024,10:30,AUD,low,GDP Chain Price Index  (Q2),-0.9%,,1.0%
33,04/09/2024,10:30,AUD,low,GDP Final Consumption  (Q2),0.3%,,0.6%
34,04/09/2024,16:00,EUR,medium,ECB's Elderson Speaks,,,
35,04/09/2024,17:15,EUR,medium,ECB's Elderson Speaks,,,
36,04/09/2024,18:00,EUR,low,PPI (YoY)  (Jul),-2.1%,-2.5%,-3.3%
37,04/09/2024,18:00,EUR,low,PPI (MoM)  (Jul),0.8%,0.3%,0.6%
38,04/09/2024,20:00,USD,low,MBA 30-Year Mortgage Rate,6.43%,,6.44%
39,04/09/2024,20:00,USD,low,MBA Mortgage Applications (WoW),1.6%,,0.5%
40,04/09/2024,20:00,USD,low,MBA Purchase Index,136.1,,131.8
41,04/09/2024,20:00,USD,low,Mortgage Market Index,230.5,,226.9
42,04/09/2024,20:00,USD,low,Mortgage Refinance Index,751.4,,753.8
43,04/09/2024,21:30,USD,medium,Exports  (Jul),266.60B,,265.30B
44,04/09/2024,21:30,USD,medium,Imports  (Jul),345.40B,,338.00B
45,04/09/2024,21:30,USD,medium,Trade Balance  (Jul),-78.80B,-78.80B,-73.00B
46,04/09/2024,21:55,USD,low,Redbook (YoY),6.3%,,5.0%
47,04/09/2024,21:55,USD,low,Redbook (YoY),6.3%,,5.0%
48,04/09/2024,23:00,USD,low,Durables Excluding Defense (MoM)  (Jul),10.3%,,10.4%
49,04/09/2024,23:00,USD,low,Durables Excluding Transport (MoM)  (Jul),-0.2%,-0.2%,-0.2%
50,04/09/2024,23:00,USD,medium,Factory Orders (MoM)  (Jul),5.0%,4.7%,-3.3%
51,04/09/2024,23:00,USD,low,Factory orders ex transportation (MoM)  (Jul),0.4%,-0.2%,0.1%
52,04/09/2024,23:00,USD,high,JOLTS Job Openings  (Jul),7.673M,8.090M,7.910M
53,05/09/2024,01:00,USD,medium,Atlanta Fed GDPNow  (Q3),2.1%,2.0%,2.0%
54,05/09/2024,03:00,USD,medium,Beige Book,,,
55,05/09/2024,05:30,USD,medium,API Weekly Crude Oil Stock,-7.400M,-0.900M,-3.400M
56,05/09/2024,08:30,JPY,low,Overall wage income of employees  (Jul),3.6%,3.0%,4.5%
57,05/09/2024,08:30,JPY,low,Overtime Pay (YoY)  (Jul),-0.10%,,0.90%
58,05/09/2024,08:50,JPY,low,Foreign Bonds Buying,"1,640.5B",,"1,555.5B"
59,05/09/2024,08:50,JPY,low,Foreign Investments in Japanese Stocks,-824.4B,,-442.6B
60,05/09/2024,10:30,AUD,low,Exports (MoM)  (Jul),0.7%,,1.4%
61,05/09/2024,10:30,AUD,low,Imports (MoM)  (Jul),-0.8%,,0.4%
62,05/09/2024,10:30,AUD,medium,Trade Balance  (Jul),6.009B,5.050B,5.425B
63,05/09/2024,11:00,AUD,low,RBA Gov Bullock Speaks,,,
64,05/09/2024,12:35,JPY,low,30-Year JGB Auction,2.043%,,2.230%
65,05/09/2024,17:00,GBP,low,United Kingdom New Passenger Cars Registration  (Aug),"84,575.0",,"147,517.0"
66,05/09/2024,17:35,EUR,medium,ECB Supervisory Board Member Tuominen Speaks,,,
67,05/09/2024,18:00,GBP,low,5-Year Treasury Gilt Auction,3.811%,,3.854%
68,05/09/2024,18:00,AUD,low,RBA Gov Bullock Speaks,,,
69,05/09/2024,18:00,EUR,low,Retail Sales (YoY)  (Jul),-0.1%,0.1%,-0.4%
70,05/09/2024,18:00,EUR,low,Retail Sales (MoM)  (Jul),0.1%,0.1%,-0.4%
71,05/09/2024,20:30,USD,low,Challenger Job Cuts (YoY),1.0%,,9.2%
72,05/09/2024,20:30,USD,low,Challenger Job Cuts  (Aug),75.891K,,25.885K
73,05/09/2024,21:15,USD,high,ADP Nonfarm Employment Change  (Aug),99K,144K,111K
74,05/09/2024,21:30,USD,medium,Continuing Jobless Claims,"1,838K","1,870K","1,860K"
75,05/09/2024,21:30,USD,high,Initial Jobless Claims,227K,231K,232K
76,05/09/2024,21:30,USD,low,Jobless Claims 4-Week Avg.,230.00K,229.00K,231.75K
77,05/09/2024,21:30,USD,medium,Nonfarm Productivity (QoQ)  (Q2),2.5%,2.3%,0.2%
78,05/09/2024,21:30,USD,medium,Unit Labor Costs (QoQ)  (Q2),0.4%,0.9%,4.0%
79,05/09/2024,23:00,USD,low,All Car Sales  (Jul),2.87M,,2.99M
80,05/09/2024,23:00,USD,low,All Truck Sales  (Aug),12.26M,,12.85M
81,05/09/2024,23:00,USD,low,ISM Non-Manufacturing Business Activity  (Aug),53.3,,54.5
82,05/09/2024,23:00,USD,medium,ISM Non-Manufacturing Employment  (Aug),50.2,50.5,51.1
83,05/09/2024,23:00,USD,low,ISM Non-Manufacturing New Orders  (Aug),53.0,51.9,52.4
84,05/09/2024,23:00,USD,high,ISM Non-Manufacturing PMI  (Aug),51.5,51.3,51.4
85,05/09/2024,23:00,USD,high,ISM Non-Manufacturing Prices  (Aug),57.3,56.0,57.0
86,05/09/2024,23:30,USD,low,Natural Gas Storage,13B,26B,35B
87,06/09/2024,00:00,USD,high,Crude Oil Inventories,-6.873M,-0.600M,-0.846M
88,06/09/2024,00:00,USD,low,EIA Refinery Crude Runs  (WoW),0.036M,,0.175M
89,06/09/2024,00:00,USD,low,Crude Oil Imports,-0.853M,,0.282M
90,06/09/2024,00:00,USD,medium,Cushing Crude Oil Inventories,-1.142M,,-0.668M
91,06/09/2024,00:00,USD,low,Distillate Fuel Production,0.167M,,0.110M
92,06/09/2024,00:00,USD,low,EIA Weekly Distillates Stocks,-0.371M,0.710M,0.275M
93,06/09/2024,00:00,USD,low,Gasoline Production,0.136M,,-0.156M
94,06/09/2024,00:00,USD,low,Heating Oil Stockpiles,0.939M,,-1.189M
95,06/09/2024,00:00,USD,low,EIA Weekly Refinery Utilization Rates (WoW),0.0%,,1.0%
96,06/09/2024,00:00,USD,low,Gasoline Inventories,0.848M,-0.800M,-2.203M
97,06/09/2024,00:30,USD,low,4-Week Bill Auction,5.080%,,5.170%
98,06/09/2024,00:30,USD,low,8-Week Bill Auction,5.040%,,5.100%
99,06/09/2024,05:30,USD,medium,Fed's Balance Sheet,"7,113B",,"7,123B"
100,06/09/2024,05:30,USD,low,Reserve Balances with Federal Reserve Banks,3.265T,,3.245T
101,06/09/2024,08:30,JPY,medium,Household Spending (YoY)  (Jul),0.1%,1.2%,-1.4%
102,06/09/2024,08:30,JPY,medium,Household Spending (MoM)  (Jul),-1.7%,-0.2%,0.1%
103,06/09/2024,08:50,JPY,low,Foreign Reserves (USD)  (Aug),"1,235.7B",,"1,219.1B"
104,06/09/2024,10:30,AUD,medium,Home Loans (MoM)  (Jul),2.9%,1.0%,1.0%
105,06/09/2024,10:30,AUD,low,Invest Housing Finance (MoM)  (Jul),5.4%,,2.7%
106,06/09/2024,14:00,JPY,low,Coincident Indicator (MoM)  (Jul),3.0%,,-3.4%
107,06/09/2024,14:00,JPY,low,Leading Index (MoM)  (Jul),0.4%,,-2.1%
108,06/09/2024,14:00,JPY,low,Leading Index  (Jul),109.5,109.4,109.1
109,06/09/2024,15:00,GBP,medium,Halifax House Price Index (YoY)  (Aug),4.3%,4.2%,2.4%
110,06/09/2024,15:00,GBP,medium,Halifax House Price Index (MoM)  (Aug),0.3%,0.2%,0.9%
111,06/09/2024,16:00,EUR,medium,ECB's Elderson Speaks,,,
112,06/09/2024,17:30,GBP,medium,Mortgage Rate (GBP)  (Aug),7.83%,,8.03%
113,06/09/2024,18:00,EUR,low,Employment Change (YoY)  (Q2),0.8%,0.8%,1.0%
114,06/09/2024,18:00,EUR,low,Employment Change (QoQ)  (Q2),0.2%,0.2%,0.3%
115,06/09/2024,18:00,EUR,low,Employment Overall  (Q2),"168,332.9K","168,403.5K","168,403.5K"
116,06/09/2024,18:00,EUR,medium,GDP (YoY)  (Q2),0.6%,0.6%,0.4%
117,06/09/2024,18:00,EUR,medium,GDP (QoQ)  (Q2),0.2%,0.3%,0.3%
118,06/09/2024,21:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Aug),3.8%,3.7%,3.6%
119,06/09/2024,21:30,USD,high,Average Hourly Earnings (MoM)  (Aug),0.4%,0.3%,-0.1%
120,06/09/2024,21:30,USD,low,Average Weekly Hours  (Aug),34.3,34.3,34.2
121,06/09/2024,21:30,USD,low,Government Payrolls  (Aug),24.0K,,15.0K
122,06/09/2024,21:30,USD,low,Manufacturing Payrolls  (Aug),-24K,0K,6K
123,06/09/2024,21:30,USD,high,Nonfarm Payrolls  (Aug),142K,164K,89K
124,06/09/2024,21:30,USD,medium,Participation Rate  (Aug),62.7%,,62.7%
125,06/09/2024,21:30,USD,medium,Private Nonfarm Payrolls  (Aug),118K,139K,74K
126,06/09/2024,21:30,USD,medium,U6 Unemployment Rate  (Aug),7.9%,,7.8%
127,06/09/2024,21:30,USD,high,Unemployment Rate  (Aug),4.2%,4.2%,4.3%
128,06/09/2024,21:45,USD,medium,FOMC Member Williams Speaks,,,
129,07/09/2024,00:00,USD,medium,Fed Waller Speaks,,,
130,07/09/2024,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,483,,483
131,07/09/2024,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,582,,583
132,07/09/2024,04:30,GBP,medium,CFTC GBP speculative net positions,108.1K,,89.9K
133,07/09/2024,04:30,USD,low,CFTC Aluminium speculative net positions,2.3K,,2.2K
134,07/09/2024,04:30,USD,low,CFTC Copper speculative net positions,13.0K,,17.1K
135,07/09/2024,04:30,USD,low,CFTC Corn speculative net positions,-90.5K,,-148.5K
136,07/09/2024,04:30,USD,medium,CFTC Crude Oil speculative net positions,177.0K,,226.7K
137,07/09/2024,04:30,USD,medium,CFTC Gold speculative net positions,287.6K,,294.4K
138,07/09/2024,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,26.0K,,21.4K
139,07/09/2024,04:30,USD,low,CFTC Natural Gas speculative net positions,-100.3K,,-92.2K
140,07/09/2024,04:30,USD,medium,CFTC S&P 500 speculative net positions,-48.8K,,-81.9K
141,07/09/2024,04:30,USD,low,CFTC Silver speculative net positions,46.1K,,52.2K
142,07/09/2024,04:30,USD,low,CFTC Soybeans speculative net positions,-162.0K,,-184.3K
143,07/09/2024,04:30,USD,low,CFTC Wheat speculative net positions,-27.7K,,-32.7K
144,07/09/2024,04:30,AUD,medium,CFTC AUD speculative net positions,-7.9K,,-19.2K
145,07/09/2024,04:30,JPY,medium,CFTC JPY speculative net positions,41.1K,,25.9K
146,07/09/2024,04:30,EUR,medium,CFTC EUR speculative net positions,100.0K,,92.8K
147,07/09/2024,12:00,USD,medium,Fed Waller Speaks,,,
148,09/09/2024,08:50,JPY,medium,Adjusted Current Account  (Jul),2.80T,1.93T,1.78T
149,09/09/2024,08:50,JPY,low,Bank Lending (YoY)  (Aug),3.0%,3.2%,3.2%
150,09/09/2024,08:50,JPY,medium,Current Account n.s.a.  (Jul),3.193T,2.589T,1.534T
151,09/09/2024,08:50,JPY,high,GDP (QoQ)  (Q2),0.7%,0.8%,-0.6%
152,09/09/2024,08:50,JPY,medium,GDP (YoY)  (Q2),2.9%,3.1%,-2.4%
153,09/09/2024,08:50,JPY,low,GDP Capital Expenditure (QoQ)  (Q2),0.8%,0.9%,-0.5%
154,09/09/2024,08:50,JPY,low,GDP External Demand (QoQ)  (Q2),-0.1%,-0.1%,-0.5%
155,09/09/2024,08:50,JPY,medium,GDP Price Index (YoY)  (Q2),3.1%,3.0%,3.4%
156,09/09/2024,08:50,JPY,low,GDP Private Consumption (QoQ)  (Q2),0.9%,1.0%,-0.6%
157,09/09/2024,14:00,JPY,low,Economy Watchers Current Index  (Aug),49.0,47.6,47.5
158,09/09/2024,17:30,EUR,low,Sentix Investor Confidence  (Sep),-15.4,-12.4,-13.9
159,09/09/2024,23:00,USD,low,CB Employment Trends Index  (Aug),109.04,,108.71
160,09/09/2024,23:00,USD,low,Total Vehicle Sales  (Aug),15.10M,15.40M,15.80M
161,09/09/2024,23:00,USD,low,Wholesale Inventories (MoM)  (Jul),0.2%,0.3%,0.0%
162,09/09/2024,23:00,USD,low,Wholesale Trade Sales (MoM)  (Jul),1.1%,,-0.3%
163,10/09/2024,00:00,USD,medium,NY Fed 1-Year Consumer Inflation Expectations  (Aug),3.0%,,3.0%
164,10/09/2024,00:30,USD,low,3-Month Bill Auction,4.895%,,4.970%
165,10/09/2024,00:30,USD,low,6-Month Bill Auction,4.530%,,4.645%
166,10/09/2024,01:00,EUR,medium,ECB McCaul Speaks,,,
167,10/09/2024,01:30,USD,medium,Atlanta Fed GDPNow  (Q3),2.5%,2.1%,2.1%
168,10/09/2024,04:00,USD,medium,Consumer Credit  (Jul),25.45B,12.30B,5.23B
169,10/09/2024,08:50,JPY,low,M2 Money Stock (YoY),1.3%,1.5%,1.5%
170,10/09/2024,08:50,JPY,low,M3 Money Supply  (Aug),"2,172.5B",,"2,173.0B"
171,10/09/2024,09:30,AUD,low,Westpac Consumer Sentiment  (Sep),-0.5%,,2.8%
172,10/09/2024,10:30,AUD,medium,Building Approvals (MoM)  (Jul),10.4%,10.4%,-6.4%
173,10/09/2024,10:30,AUD,medium,NAB Business Confidence  (Aug),-4,,1
174,10/09/2024,10:30,AUD,low,NAB Business Survey  (Aug),3,,6
175,10/09/2024,10:30,AUD,low,Private House Approvals  (Jul),0.6%,0.6%,-0.5%
176,10/09/2024,13:00,JPY,low,5-Year JGB Auction,0.521%,,0.452%
177,10/09/2024,15:00,GBP,low,Average Earnings ex Bonus  (Jul),5.1%,5.1%,5.4%
178,10/09/2024,15:00,GBP,medium,Average Earnings Index +Bonus  (Jul),4.0%,4.1%,4.6%
179,10/09/2024,15:00,GBP,medium,Claimant Count Change  (Aug),23.7K,95.5K,102.3K
180,10/09/2024,15:00,GBP,medium,Employment Change 3M/3M (MoM)  (Jul),265K,115K,97K
181,10/09/2024,15:00,GBP,medium,Unemployment Rate  (Jul),4.1%,4.1%,4.2%
182,10/09/2024,15:00,JPY,low,Machine Tool Orders (YoY)  (Aug),-3.5%,,8.4%
183,10/09/2024,18:00,EUR,medium,EU Economic Forecasts,,,
184,10/09/2024,19:00,USD,low,NFIB Small Business Optimism  (Aug),91.2,93.6,93.7
185,10/09/2024,20:00,GBP,low,BoE Breeden Speaks,,,
186,10/09/2024,20:00,USD,medium,OPEC Monthly Report,,,
187,10/09/2024,21:55,USD,low,Redbook (YoY),6.5%,,6.3%
188,10/09/2024,23:00,USD,medium,Fed Vice Chair for Supervision Barr Speaks,,,
189,11/09/2024,01:00,USD,medium,EIA Short-Term Energy Outlook,,,
190,11/09/2024,01:15,USD,medium,FOMC Member Bowman Speaks,,,
191,11/09/2024,02:00,USD,medium,3-Year Note Auction,3.440%,,3.810%
192,11/09/2024,05:30,USD,medium,API Weekly Crude Oil Stock,-2.790M,0.700M,-7.400M
193,11/09/2024,08:00,JPY,low,Reuters Tankan Index,4,,10
194,11/09/2024,10:30,JPY,medium,BoJ Board Member Nakagawa Speaks,,,
195,11/09/2024,15:00,GBP,low,Construction Output (MoM)  (Jul),-0.4%,0.4%,0.5%
196,11/09/2024,15:00,GBP,low,U.K. Construction Output (YoY)  (Jul),-1.6%,-1.0%,-1.7%
197,11/09/2024,15:00,GBP,high,GDP (MoM)  (Jul),0.0%,0.2%,0.0%
198,11/09/2024,15:00,GBP,low,GDP (YoY)  (Jul),1.2%,1.4%,0.7%
199,11/09/2024,15:00,GBP,low,Index of Services,0.6%,0.6%,0.8%
200,11/09/2024,15:00,GBP,low,Industrial Production (YoY)  (Jul),-1.2%,-0.2%,-1.4%
201,02/09/2024,All Day,USD,,United States - Labor Day,,,
202,11/09/2024,15:00,GBP,medium,Industrial Production (MoM)  (Jul),-0.8%,0.3%,0.8%
203,11/09/2024,15:00,GBP,medium,Manufacturing Production (MoM)  (Jul),-1.0%,0.2%,1.1%
204,11/09/2024,15:00,GBP,low,Manufacturing Production (YoY)  (Jul),-1.3%,-0.1%,-1.5%
205,11/09/2024,15:00,GBP,medium,Monthly GDP 3M/3M Change  (Jul),0.5%,0.6%,0.6%
206,11/09/2024,15:00,GBP,medium,Trade Balance  (Jul),-20.00B,-18.00B,-18.89B
207,11/09/2024,15:00,GBP,medium,Trade Balance Non-EU  (Jul),-7.50B,,-7.46B
208,11/09/2024,18:10,GBP,low,10-Year Treasury Gilt Auction,3.757%,,4.082%
209,11/09/2024,18:25,EUR,medium,ECB McCaul Speaks,,,
210,11/09/2024,19:00,EUR,medium,Eurogroup Meetings,,,
