id,date,time,currency,importance,event,actual,forecast,previous
0,01/03/2023,00:00,USD,high,CB Consumer Confidence  (Feb),102.9,108.5,106.0
1,01/03/2023,00:00,USD,low,Richmond Manufacturing Index  (Feb),-16,-6,-11
2,01/03/2023,00:00,USD,low,Richmond Manufacturing Shipments  (Feb),-15,,-3
3,01/03/2023,00:00,USD,low,Richmond Services Index  (Feb),-3,,-6
4,01/03/2023,00:30,USD,low,Dallas Fed Services Revenues  (Feb),6.6,,4.9
5,01/03/2023,00:30,USD,low,Texas Services Sector Outlook  (Feb),-9.3,,-15.0
6,01/03/2023,03:00,USD,low,M2 Money Supply (MoM)  (Jan),21.33T,,21.38T
7,01/03/2023,06:30,USD,medium,API Weekly Crude Oil Stock,6.203M,0.440M,9.895M
8,01/03/2023,07:00,AUD,low,AIG Construction Index  (Jan),-5.0,,-3.6
9,01/03/2023,07:00,AUD,low,AIG Manufacturing Index  (Feb),-6.4,,-17.1
10,01/03/2023,07:30,AUD,low,RBA Assistant Governor Jones Speaks,,,
11,01/03/2023,09:01,GBP,low,BRC Shop Price Index (YoY),8.4%,,8.0%
12,01/03/2023,09:30,AUD,medium,GDP (QoQ)  (Q4),0.5%,0.8%,0.7%
13,01/03/2023,09:30,AUD,medium,GDP (YoY)  (Q4),2.7%,2.7%,5.9%
14,01/03/2023,09:30,AUD,low,GDP Capital Expenditure  (Q4),-1.4%,,-0.2%
15,01/03/2023,09:30,AUD,low,GDP Chain Price Index  (Q4),0.6%,,0.2%
16,01/03/2023,09:30,AUD,low,GDP Final Consumption  (Q4),0.4%,,0.8%
17,01/03/2023,10:30,JPY,medium,BoJ Board Member Nakagawa Speaks,,,
18,01/03/2023,14:30,AUD,low,Commodity Prices (YoY),3.6%,,10.6%
19,01/03/2023,16:00,GBP,medium,Nationwide HPI (MoM)  (Feb),-0.5%,-0.4%,-0.6%
20,01/03/2023,16:00,GBP,medium,Nationwide HPI (YoY)  (Feb),-1.1%,-0.9%,1.1%
21,01/03/2023,18:30,GBP,low,BoE Consumer Credit  (Jan),1.597B,0.800B,0.786B
22,01/03/2023,18:30,GBP,low,M4 Money Supply (MoM)  (Jan),1.3%,-0.9%,-0.9%
23,01/03/2023,18:30,GBP,low,Mortgage Approvals  (Jan),39.64K,38.00K,40.54K
24,01/03/2023,18:30,GBP,low,Mortgage Lending  (Jan),2.54B,2.95B,3.08B
25,01/03/2023,18:30,GBP,low,Net Lending to Individuals,4.1B,4.6B,3.7B
26,01/03/2023,19:10,GBP,medium,BoE Gov Bailey Speaks,,,
27,01/03/2023,21:00,USD,low,MBA 30-Year Mortgage Rate,6.71%,,6.62%
28,01/03/2023,21:00,USD,low,MBA Mortgage Applications (WoW),-5.7%,,-13.3%
29,01/03/2023,21:00,USD,low,MBA Purchase Index,138.8,,147.1
30,01/03/2023,21:00,USD,low,Mortgage Market Index,188.5,,199.8
31,01/03/2023,21:00,USD,low,Mortgage Refinance Index,444.0,,469.9
32,01/03/2023,22:00,USD,low,Total Vehicle Sales  (Feb),14.90M,,15.70M
33,01/03/2023,23:00,USD,medium,FOMC Member Kashkari Speaks,,,
34,02/03/2023,00:00,USD,medium,Construction Spending (MoM)  (Jan),-0.1%,0.2%,-0.7%
35,02/03/2023,00:00,USD,low,Distillate Fuel Production,-0.091M,,0.191M
36,02/03/2023,00:00,USD,medium,ISM Manufacturing Employment  (Feb),49.1,,50.6
37,02/03/2023,00:00,USD,low,ISM Manufacturing New Orders Index  (Feb),47.0,,42.5
38,02/03/2023,00:00,USD,high,ISM Manufacturing PMI  (Feb),47.7,48.0,47.4
39,02/03/2023,00:00,USD,high,ISM Manufacturing Prices  (Feb),51.3,45.1,44.5
40,02/03/2023,00:30,USD,high,Crude Oil Inventories,1.165M,0.457M,7.648M
41,02/03/2023,00:30,USD,low,EIA Refinery Crude Runs  (WoW),-0.031M,,-0.017M
42,02/03/2023,00:30,USD,low,Crude Oil Imports,-1.150M,,-1.357M
43,02/03/2023,00:30,USD,medium,Cushing Crude Oil Inventories,0.307M,,0.700M
44,02/03/2023,00:30,USD,low,Distillate Fuel Production,-0.091M,,0.191M
45,02/03/2023,00:30,USD,low,EIA Weekly Distillates Stocks,0.179M,-0.462M,2.698M
46,02/03/2023,00:30,USD,low,Gasoline Production,0.302M,,0.339M
47,02/03/2023,00:30,USD,low,Heating Oil Stockpiles,0.548M,,0.597M
48,02/03/2023,00:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),-0.1%,-0.4%,-0.6%
49,02/03/2023,00:30,USD,low,Gasoline Inventories,-0.874M,0.464M,-1.856M
50,02/03/2023,05:30,USD,medium,Fed's Balance Sheet,"8,340B",,"8,382B"
51,02/03/2023,08:50,JPY,medium,Capital Spending (YoY)  (Q4),7.7%,6.9%,9.8%
52,02/03/2023,08:50,JPY,low,Foreign Bonds Buying,211.6B,,"2,698.7B"
53,02/03/2023,08:50,JPY,low,Foreign Investments in Japanese Stocks,-403.0B,,198.1B
54,02/03/2023,08:50,JPY,low,Monetary Base (YoY)  (Feb),-1.7%,-3.2%,-3.8%
55,02/03/2023,09:30,AUD,medium,Building Approvals (MoM)  (Jan),-27.6%,-8.0%,15.3%
56,02/03/2023,09:30,AUD,low,Private House Approvals  (Jan),-13.8%,,-2.0%
57,02/03/2023,12:35,JPY,medium,10-Year JGB Auction,0.500%,,0.485%
58,02/03/2023,14:00,JPY,low,Household Confidence  (Feb),31.1,32.0,31.0
59,02/03/2023,19:00,EUR,low,Core CPI (MoM),0.8%,,-0.8%
60,02/03/2023,19:00,EUR,medium,Core CPI (YoY),5.6%,5.3%,5.3%
61,02/03/2023,19:00,EUR,high,CPI (YoY)  (Feb),8.5%,8.2%,8.6%
62,02/03/2023,19:00,EUR,medium,CPI (MoM),0.8%,,-0.2%
63,02/03/2023,19:00,EUR,low,"CPI, n.s.a  (Feb)",121.23,,120.27
64,02/03/2023,19:00,EUR,low,HICP ex Energy & Food (YoY)  (Feb),7.4%,6.9%,7.1%
65,02/03/2023,19:00,EUR,low,HICP ex Energy and Food (MoM),0.9%,,-0.4%
66,02/03/2023,19:00,EUR,medium,Unemployment Rate  (Jan),6.7%,6.6%,6.7%
67,02/03/2023,21:30,EUR,medium,ECB Publishes Account of Monetary Policy Meeting,,,
68,02/03/2023,21:30,EUR,medium,ECB's Schnabel Speaks,,,
