id,date,time,currency,importance,event,actual,forecast,previous
0,01/12/2023,00:00,USD,medium,Pending Home Sales (MoM)  (Oct),-1.5%,-2.0%,1.0%
1,01/12/2023,00:00,USD,low,Pending Home Sales Index  (Oct),71.4,,72.5
2,01/12/2023,00:30,USD,low,Natural Gas Storage,10B,-12B,-7B
3,01/12/2023,00:45,EUR,medium,ECB's Supervisory Board Member Jochnick Speaks,,,
4,01/12/2023,01:30,USD,low,4-Week Bill Auction,5.290%,,5.300%
5,01/12/2023,01:30,USD,low,8-Week Bill Auction,5.280%,,5.280%
6,01/12/2023,01:30,USD,medium,Atlanta Fed GDPNow  (Q4),1.8%,2.1%,2.1%
7,01/12/2023,01:45,USD,low,Dallas Fed PCE  (Oct),2.70%,,4.10%
8,01/12/2023,06:30,USD,medium,Fed's Balance Sheet,"7,796B",,"7,811B"
9,01/12/2023,06:30,USD,low,Reserve Balances with Federal Reserve Banks,3.395T,,3.455T
10,01/12/2023,08:30,JPY,low,Jobs/applications ratio  (Oct),1.30,1.29,1.29
11,01/12/2023,08:30,JPY,low,Unemployment Rate  (Oct),2.5%,2.6%,2.6%
12,01/12/2023,08:50,JPY,medium,Capital Spending (YoY)  (Q3),3.4%,3.4%,4.5%
13,01/12/2023,14:30,AUD,low,Commodity Prices (YoY),-10.5%,,-15.8%
14,01/12/2023,16:00,GBP,medium,Nationwide HPI (MoM)  (Nov),0.2%,-0.4%,0.9%
15,01/12/2023,16:00,GBP,medium,Nationwide HPI (YoY)  (Nov),-2.0%,-2.3%,-3.3%
16,01/12/2023,17:00,USD,medium,Fed Vice Chair for Supervision Barr Speaks,,,
17,01/12/2023,19:00,EUR,medium,ECB's Elderson Speaks,,,
18,01/12/2023,20:30,EUR,medium,ECB President Lagarde Speaks,,,
19,01/12/2023,20:30,EUR,medium,ECB's Enria Speaks,,,
20,02/12/2023,00:00,USD,medium,Construction Spending (MoM)  (Oct),0.6%,0.4%,0.2%
21,02/12/2023,00:00,USD,low,Fed Goolsbee Speaks,,,
22,02/12/2023,00:00,USD,medium,ISM Manufacturing Employment  (Nov),45.8,,46.8
23,02/12/2023,00:00,USD,low,ISM Manufacturing New Orders Index  (Nov),48.3,,45.5
24,02/12/2023,00:00,USD,high,ISM Manufacturing PMI  (Nov),46.7,47.6,46.7
25,02/12/2023,00:00,USD,high,ISM Manufacturing Prices  (Nov),49.9,46.2,45.1
26,02/12/2023,01:00,USD,high,Fed Chair Powell Speaks,,,
27,02/12/2023,01:30,USD,medium,Atlanta Fed GDPNow  (Q4),1.2%,1.8%,1.8%
