id,date,time,currency,importance,event,actual,forecast,previous
0,01/10/2022,00:00,USD,medium,FOMC Member Bowman Speaks,,,
1,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),1.04M,,1.03M
2,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.26M
3,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.20M,,0.20M
4,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.09M,,0.10M
5,01/10/2022,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.57M,,2.56M
6,01/10/2022,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.55M,,4.52M
7,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.81M,,2.77M
8,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.12M,,0.69M
9,01/10/2022,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.06M,,1.13M
10,01/10/2022,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),10.91M,,10.74M
11,01/10/2022,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),3.17M,,3.13M
12,01/10/2022,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.68M,,0.66M
13,01/10/2022,00:30,EUR,medium,ECB's Schnabel Speaks,,,
14,01/10/2022,01:55,USD,low,Dallas Fed PCE  (Aug),6.00%,,3.70%
15,01/10/2022,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,604,,602
16,01/10/2022,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,765,,764
17,01/10/2022,04:30,GBP,medium,CFTC GBP speculative net positions,-46.4K,,-54.8K
18,01/10/2022,04:30,USD,low,CFTC Aluminium speculative net positions,7.6K,,7.1K
19,01/10/2022,04:30,USD,low,CFTC Copper speculative net positions,-27.8K,,-20.3K
20,01/10/2022,04:30,USD,low,CFTC Corn speculative net positions,296.6K,,305.7K
21,01/10/2022,04:30,USD,medium,CFTC Crude Oil speculative net positions,226.1K,,239.9K
22,01/10/2022,04:30,USD,medium,CFTC Gold speculative net positions,52.1K,,65.7K
23,01/10/2022,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,-0.0K,,3.5K
24,01/10/2022,04:30,USD,low,CFTC Natural Gas speculative net positions,-152.1K,,-155.7K
25,01/10/2022,04:30,USD,medium,CFTC S&P 500 speculative net positions,-150.2K,,-219.5K
26,01/10/2022,04:30,USD,low,CFTC Silver speculative net positions,0.8K,,-1.6K
27,01/10/2022,04:30,USD,low,CFTC Soybeans speculative net positions,80.1K,,84.8K
28,01/10/2022,04:30,USD,low,CFTC Wheat speculative net positions,2.7K,,-4.0K
29,01/10/2022,04:30,AUD,medium,CFTC AUD speculative net positions,-34.7K,,-40.6K
30,01/10/2022,04:30,JPY,medium,CFTC JPY speculative net positions,-82.6K,,-81.3K
