id,date,time,currency,importance,event,actual,forecast,previous
0,01/06/2023,01:30,USD,medium,FOMC Member Harker Speaks,,,
1,01/06/2023,02:30,USD,low,Fed Governor Jefferson Speaks,,,
2,01/06/2023,03:00,USD,medium,Beige Book,,,
3,01/06/2023,05:30,USD,medium,API Weekly Crude Oil Stock,5.202M,-1.220M,-6.799M
4,01/06/2023,08:50,JPY,medium,Capital Spending (YoY)  (Q1),11.0%,5.5%,7.7%
5,01/06/2023,08:50,JPY,low,Foreign Bonds Buying,"1,028.8B",,962.9B
6,01/06/2023,08:50,JPY,low,Foreign Investments in Japanese Stocks,379.2B,,867.4B
7,01/06/2023,10:30,AUD,low,Building Capital Expenditure (MoM)  (Q1),1.3%,8.4%,3.6%
8,01/06/2023,10:30,AUD,low,Plant/Machinery Capital Expenditure (QoQ)  (Q1),3.7%,-0.1%,0.6%
9,01/06/2023,10:30,AUD,medium,Private New Capital Expenditure (QoQ)  (Q1),2.4%,1.3%,3.0%
10,01/06/2023,10:30,AUD,medium,Retail Sales (MoM),0.0%,0.0%,0.4%
11,01/06/2023,12:35,JPY,medium,10-Year JGB Auction,0.436%,,0.426%
12,01/06/2023,15:00,GBP,medium,Nationwide HPI (YoY)  (May),-3.4%,,-2.7%
13,01/06/2023,15:00,GBP,medium,Nationwide HPI (MoM)  (May),-0.1%,-0.5%,0.4%
14,01/06/2023,15:30,AUD,low,Commodity Prices (YoY),-22.2%,-25.7%,-19.2%
15,01/06/2023,17:30,GBP,low,BoE Consumer Credit  (Apr),1.586B,1.200B,1.615B
16,01/06/2023,17:30,GBP,low,M4 Money Supply (MoM)  (Apr),0.0%,-0.2%,-0.6%
17,01/06/2023,17:30,GBP,low,Mortgage Approvals  (Apr),48.69K,54.00K,51.49K
18,01/06/2023,17:30,GBP,low,Mortgage Lending  (Apr),-1.38B,1.25B,-0.01B
19,01/06/2023,17:30,GBP,low,Net Lending to Individuals,0.2B,1.6B,1.6B
20,01/06/2023,18:00,EUR,low,Core CPI (MoM),0.2%,0.8%,1.0%
21,01/06/2023,18:00,EUR,medium,Core CPI (YoY),5.3%,5.5%,5.6%
22,01/06/2023,18:00,EUR,high,CPI (YoY)  (May),6.1%,6.3%,7.0%
23,01/06/2023,18:00,EUR,medium,CPI (MoM),0.0%,0.6%,0.6%
24,01/06/2023,18:00,EUR,low,"CPI, n.s.a  (May)",123.16,123.16,123.13
25,01/06/2023,18:00,EUR,low,HICP ex Energy & Food (YoY)  (May),6.9%,7.2%,7.3%
