id,date,time,currency,importance,event,actual,forecast,previous
0,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.96M,,0.95M
1,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
2,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.20M,,0.18M
3,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.10M,,0.09M
4,01/02/2022,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.48M,,2.47M
5,01/02/2022,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.27M,,4.24M
6,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.55M,,2.53M
7,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.05M,,1.14M
8,01/02/2022,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.34M,,1.42M
9,01/02/2022,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.93M,,9.87M
10,01/02/2022,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.88M,,2.85M
11,01/02/2022,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.68M,,0.63M
12,01/02/2022,00:00,USD,low,M2 Money Supply (MoM)  (Dec),21.7T,,21.5T
13,01/02/2022,00:30,USD,low,Dallas Fed Mfg Business Index  (Jan),2.0,,7.8
14,01/02/2022,01:30,USD,low,3-Month Bill Auction,0.240%,,0.190%
15,01/02/2022,01:30,USD,low,6-Month Bill Auction,0.500%,,0.380%
16,01/02/2022,02:40,USD,medium,FOMC Member George Speaks,,,
17,01/02/2022,04:00,USD,low,Loan Officer Survey,,,
18,01/02/2022,06:30,AUD,low,AIG Manufacturing Index  (Dec),48.4,,54.8
19,01/02/2022,08:30,JPY,low,Jobs/applications ratio  (Dec),1.16,1.16,1.15
20,01/02/2022,08:30,JPY,low,Unemployment Rate  (Dec),2.7%,2.8%,2.8%
21,01/02/2022,09:30,AUD,medium,Home Loans (MoM),5.3%,,7.6%
22,01/02/2022,09:30,AUD,low,Invest Housing Finance (MoM),2.4%,,3.8%
23,01/02/2022,09:30,AUD,medium,Retail Sales (MoM)  (Dec),-4.4%,3.9%,7.3%
24,01/02/2022,12:30,AUD,high,RBA Interest Rate Decision  (Feb),0.10%,0.10%,0.10%
25,01/02/2022,12:30,AUD,medium,RBA Rate Statement,,,
26,01/02/2022,12:35,JPY,medium,10-Year JGB Auction,0.175%,,0.096%
27,01/02/2022,14:30,AUD,low,Commodity Prices (YoY),25.3%,,28.7%
28,01/02/2022,16:00,GBP,medium,Nationwide HPI (YoY)  (Jan),11.2%,10.8%,10.4%
29,01/02/2022,16:00,GBP,medium,Nationwide HPI (MoM)  (Jan),0.8%,0.6%,1.0%
30,01/02/2022,18:00,EUR,low,ECB Bank Lending Survey,,,
31,01/02/2022,18:30,GBP,low,BoE Consumer Credit  (Dec),0.831B,0.800B,0.999B
32,01/02/2022,18:30,GBP,low,M4 Money Supply (MoM)  (Dec),0.1%,0.8%,0.7%
33,01/02/2022,18:30,GBP,low,Mortgage Approvals  (Dec),71.02K,66.00K,67.86K
34,01/02/2022,18:30,GBP,low,Mortgage Lending  (Dec),3.57B,3.52B,3.78B
35,01/02/2022,18:30,GBP,low,Net Lending to Individuals,4.4B,4.0B,4.9B
36,01/02/2022,19:00,EUR,medium,Unemployment Rate  (Dec),7.0%,7.1%,7.1%
37,01/02/2022,22:55,USD,low,Redbook (YoY),15.8%,,15.6%
38,02/02/2022,00:00,USD,medium,Construction Spending (MoM)  (Dec),0.2%,0.6%,0.6%
39,02/02/2022,00:00,USD,medium,ISM Manufacturing Employment  (Jan),54.5,53.5,53.9
40,02/02/2022,00:00,USD,low,ISM Manufacturing New Orders Index  (Jan),57.9,,61.0
41,02/02/2022,00:00,USD,high,ISM Manufacturing PMI  (Jan),57.6,57.5,58.8
