id,date,time,currency,importance,event,actual,forecast,previous
0,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),1.00M,,0.99M
1,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.26M
2,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.20M,,0.19M
3,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.10M,,0.09M
4,01/06/2022,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.57M,,2.55M
5,01/06/2022,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.43M,,4.31M
6,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.66M,,2.64M
7,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),0.89M,,1.07M
8,01/06/2022,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.31M,,1.35M
9,01/06/2022,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),10.36M,,10.26M
10,01/06/2022,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),3.02M,,2.98M
11,01/06/2022,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.72M,,0.70M
12,01/06/2022,00:00,USD,low,M2 Money Supply (MoM)  (Apr),21.65T,,21.64T
13,01/06/2022,00:30,USD,low,3-Month Bill Auction,1.120%,,1.060%
14,01/06/2022,00:30,USD,low,6-Month Bill Auction,1.580%,,1.530%
15,01/06/2022,07:30,AUD,low,AIG Manufacturing Index  (May),52.4,,58.5
16,01/06/2022,08:01,GBP,low,BRC Shop Price Index (YoY),2.8%,,2.7%
17,01/06/2022,08:50,JPY,medium,Capital Spending (YoY)  (Q1),3.0%,,4.3%
18,01/06/2022,10:30,AUD,medium,GDP (QoQ)  (Q1),0.8%,0.5%,3.6%
19,01/06/2022,10:30,AUD,medium,GDP (YoY)  (Q1),3.3%,2.9%,4.4%
20,01/06/2022,10:30,AUD,low,GDP Capital Expenditure  (Q1),0.7%,,-1.5%
21,01/06/2022,10:30,AUD,low,GDP Chain Price Index  (Q1),4.9%,,-0.6%
22,01/06/2022,10:30,AUD,low,GDP Final Consumption  (Q1),1.9%,,4.4%
23,01/06/2022,10:30,JPY,medium,BOJ Deputy Governor Wakatabe Speaks,,,
24,01/06/2022,15:00,GBP,medium,Nationwide HPI (YoY)  (May),11.2%,10.5%,12.1%
