id,date,time,currency,importance,event,actual,forecast,previous
0,01/07/2023,01:40,USD,low,Dallas Fed PCE  (May),3.20%,,4.30%
1,01/07/2023,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,545,,546
2,01/07/2023,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,674,,682
3,01/07/2023,05:30,GBP,medium,CFTC GBP speculative net positions,52.0K,,46.6K
4,01/07/2023,05:30,USD,low,CFTC Aluminium speculative net positions,6.3K,,6.0K
5,01/07/2023,05:30,USD,low,CFTC Copper speculative net positions,2.9K,,1.9K
6,01/07/2023,05:30,USD,low,CFTC Corn speculative net positions,113.4K,,118.8K
7,01/07/2023,05:30,USD,medium,CFTC Crude Oil speculative net positions,138.4K,,166.5K
8,01/07/2023,05:30,USD,medium,CFTC Gold speculative net positions,151.9K,,163.0K
9,01/07/2023,05:30,USD,medium,CFTC Nasdaq 100 speculative net positions,17.2K,,16.0K
10,01/07/2023,05:30,USD,low,CFTC Natural Gas speculative net positions,-92.8K,,-109.3K
11,01/07/2023,05:30,USD,medium,CFTC S&P 500 speculative net positions,-208.3K,,-239.3K
12,01/07/2023,05:30,USD,low,CFTC Silver speculative net positions,19.1K,,20.1K
13,01/07/2023,05:30,USD,low,CFTC Soybeans speculative net positions,101.8K,,88.5K
14,01/07/2023,05:30,USD,low,CFTC Wheat speculative net positions,-47.2K,,-66.4K
15,01/07/2023,05:30,AUD,medium,CFTC AUD speculative net positions,-39.4K,,-49.6K
16,01/07/2023,05:30,JPY,medium,CFTC JPY speculative net positions,-112.9K,,-107.7K
17,01/07/2023,05:30,EUR,medium,CFTC EUR speculative net positions,145.0K,,144.6K
18,03/07/2023,,USD,,United States - Independence Day - Early close at 13:00,,,
19,03/07/2023,08:50,JPY,medium,Tankan All Big Industry CAPEX  (Q2),13.4%,10.1%,3.2%
20,03/07/2023,08:50,JPY,low,Tankan All Small Industry CAPEX  (Q2),2.4%,2.5%,1.4%
21,03/07/2023,08:50,JPY,medium,Tankan Big Manufacturing Outlook Index  (Q2),9,5,3
22,03/07/2023,08:50,JPY,medium,Tankan Large Manufacturers Index  (Q2),5,3,1
23,03/07/2023,08:50,JPY,low,Tankan Large Non-Manufacturers Diffusion Index  (Q2),20,21,15
24,03/07/2023,08:50,JPY,medium,Tankan Large Non-Manufacturers Index  (Q2),23,22,20
25,03/07/2023,08:50,JPY,low,Tankan Small Manufacturers Diffusion Index  (Q2),-1,-21,-4
26,03/07/2023,08:50,JPY,low,Tankan Small Manufacturing Index  (Q2),-5,-4,-6
27,03/07/2023,08:50,JPY,low,Tankan Small Non-Manufacturers Diffusion Index  (Q2),7,1,3
28,03/07/2023,08:50,JPY,low,Tankan Small Non-Manufacturing Index  (Q2),11,7,8
29,03/07/2023,10:30,AUD,low,ANZ Job Advertisements (MoM),-2.5%,,0.0%
30,03/07/2023,10:30,AUD,medium,Building Approvals (MoM)  (May),20.6%,2.0%,-6.8%
31,03/07/2023,10:30,AUD,medium,Home Loans (MoM),4.0%,,-3.0%
32,03/07/2023,10:30,AUD,low,Invest Housing Finance (MoM),6.2%,,-0.9%
33,03/07/2023,10:30,AUD,low,MI Inflation Gauge (MoM),0.1%,,0.9%
34,03/07/2023,10:30,AUD,low,Private House Approvals  (May),0.9%,,-3.8%
35,03/07/2023,15:30,AUD,low,Commodity Prices (YoY),-21.5%,-15.5%,-22.2%
36,03/07/2023,23:00,USD,medium,Construction Spending (MoM)  (May),0.9%,0.5%,0.4%
37,03/07/2023,23:00,USD,medium,ISM Manufacturing Employment  (Jun),48.1,50.8,51.4
38,03/07/2023,23:00,USD,low,ISM Manufacturing New Orders Index  (Jun),45.6,44.0,42.6
39,03/07/2023,23:00,USD,high,ISM Manufacturing PMI  (Jun),46.0,47.2,46.9
40,03/07/2023,23:00,USD,high,ISM Manufacturing Prices  (Jun),41.8,44.0,44.2
