id,date,time,currency,importance,event,actual,forecast,previous
0,01/12/2021,00:00,USD,high,CB Consumer Confidence  (Nov),109.5,111.0,111.6
1,01/12/2021,00:00,USD,high,Fed Chair Powell Testifies,,,
2,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.94M,,0.93M
3,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
4,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.18M,,0.20M
5,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.09M,,0.10M
6,01/12/2021,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.50M,,2.50M
7,01/12/2021,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.15M,,4.14M
8,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.50M,,2.47M
9,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.16M,,1.15M
10,01/12/2021,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.35M,,1.45M
11,01/12/2021,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.76M,,9.68M
12,01/12/2021,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.83M,,2.79M
13,01/12/2021,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.59M,,0.53M
14,01/12/2021,00:00,USD,medium,Treasury Secretary Yellen Speaks,,,
15,01/12/2021,00:00,USD,low,M2 Money Supply (MoM)  (Oct),21.4T,,21.2T
16,01/12/2021,00:30,USD,low,Dallas Fed Services Revenues  (Nov),25.4,,19.6
17,01/12/2021,00:30,USD,medium,FOMC Member Williams Speaks,,,
18,01/12/2021,00:30,USD,low,Texas Services Sector Outlook  (Nov),22.7,,20.7
19,01/12/2021,01:30,USD,low,52-Week Bill Auction,0.240%,,0.160%
20,01/12/2021,03:00,USD,medium,FOMC Member Clarida Speaks,,,
21,01/12/2021,06:30,USD,medium,API Weekly Crude Oil Stock,-0.747M,-1.667M,2.307M
22,01/12/2021,06:30,AUD,low,AIG Manufacturing Index  (Nov),54.8,,50.4
23,01/12/2021,08:50,JPY,medium,Capital Spending (YoY)  (Q3),1.2%,,5.3%
24,01/12/2021,09:01,GBP,low,BRC Shop Price Index (YoY),0.3%,,-0.4%
25,01/12/2021,09:30,AUD,medium,GDP (QoQ)  (Q3),-1.9%,-2.7%,0.7%
26,01/12/2021,09:30,AUD,medium,GDP (YoY)  (Q3),3.9%,3.0%,9.5%
27,01/12/2021,09:30,AUD,low,GDP Capital Expenditure  (Q3),0.2%,,3.2%
28,01/12/2021,09:30,AUD,low,GDP Chain Price Index  (Q3),0.5%,,3.3%
29,01/12/2021,09:30,AUD,low,GDP Final Consumption  (Q3),-2.4%,,1.2%
30,01/12/2021,10:30,JPY,medium,BoJ Board Member Adachi Speaks,,,
31,01/12/2021,14:30,AUD,low,Commodity Prices (YoY),36.2%,,42.8%
32,01/12/2021,16:00,GBP,medium,Nationwide HPI (MoM)  (Nov),0.9%,0.5%,0.7%
33,01/12/2021,16:00,GBP,medium,Nationwide HPI (YoY)  (Nov),10.0%,9.3%,9.9%
34,01/12/2021,Tentative,USD,medium,OPEC Meeting,,,
35,01/12/2021,19:45,GBP,low,10-Year Treasury Gilt Auction,0.918%,,1.144%
36,01/12/2021,21:00,USD,low,MBA 30-Year Mortgage Rate,3.31%,,3.24%
37,01/12/2021,21:00,USD,low,MBA Mortgage Applications (WoW),-7.2%,,1.8%
38,01/12/2021,21:00,USD,low,MBA Purchase Index,310.7,,295.7
39,01/12/2021,21:00,USD,low,Mortgage Market Index,604.2,,651.3
40,01/12/2021,21:00,USD,low,Mortgage Refinance Index,"2,304.5",,"2,706.2"
41,01/12/2021,22:15,USD,high,ADP Nonfarm Employment Change  (Nov),534K,525K,570K
42,01/12/2021,23:00,GBP,medium,BoE Gov Bailey Speaks,,,
43,02/12/2021,00:00,USD,medium,Construction Spending (MoM)  (Oct),0.2%,0.4%,-0.1%
44,02/12/2021,00:00,USD,high,Fed Chair Powell Testifies,,,
45,02/12/2021,00:00,USD,medium,ISM Manufacturing Employment  (Nov),53.3,,52.0
46,02/12/2021,00:00,USD,low,ISM Manufacturing New Orders Index  (Nov),61.5,,59.8
47,02/12/2021,00:00,USD,high,ISM Manufacturing PMI  (Nov),61.1,61.0,60.8
48,02/12/2021,00:00,USD,high,ISM Manufacturing Prices  (Nov),82.4,85.5,85.7
49,02/12/2021,00:00,USD,medium,Treasury Secretary Yellen Speaks,,,
50,02/12/2021,00:30,USD,high,Crude Oil Inventories,-0.910M,-1.237M,1.017M
51,02/12/2021,00:30,USD,low,EIA Refinery Crude Runs  (WoW),-0.009M,,0.243M
52,02/12/2021,00:30,USD,low,Crude Oil Imports,0.069M,,1.266M
53,02/12/2021,00:30,USD,medium,Cushing Crude Oil Inventories,1.159M,,0.787M
54,02/12/2021,00:30,USD,low,Distillate Fuel Production,0.088M,,-0.058M
55,02/12/2021,00:30,USD,low,EIA Weekly Distillates Stocks,2.160M,0.462M,-1.968M
56,02/12/2021,00:30,USD,low,Gasoline Production,-0.450M,,0.177M
57,02/12/2021,00:30,USD,low,Heating Oil Stockpiles,-0.048M,,0.375M
