id,date,time,currency,importance,event,actual,forecast,previous
0,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.81M,,0.81M
1,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.28M,,0.30M
2,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.19M,,0.20M
3,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.11M,,0.11M
4,01/09/2020,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),1.94M,,1.95M
5,01/09/2020,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),3.75M,,3.72M
6,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.16M,,2.10M
7,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),0.10M,,0.09M
8,01/09/2020,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.49M,,1.50M
9,01/09/2020,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),8.41M,,7.56M
10,01/09/2020,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.43M,,2.35M
11,01/09/2020,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.34M,,0.36M
12,01/09/2020,00:00,USD,low,M2 Money Supply (MoM),18.4T,,18.3T
13,01/09/2020,00:30,USD,low,3-Month Bill Auction,0.105%,,0.100%
14,01/09/2020,00:30,USD,low,6-Month Bill Auction,0.115%,,0.120%
15,01/09/2020,07:30,AUD,low,AIG Manufacturing Index  (Aug),49.3,,53.5
16,01/09/2020,08:30,JPY,low,Jobs/applications ratio  (Jul),1.08,1.08,1.11
17,01/09/2020,08:30,JPY,low,Unemployment Rate  (Jul),2.9%,3.0%,2.8%
18,01/09/2020,08:50,JPY,medium,Capital Spending (YoY)  (Q2),-11.3%,4.3%,0.1%
19,01/09/2020,10:30,AUD,medium,Building Approvals (MoM)  (Jul),12.0%,-2.0%,-4.9%
20,01/09/2020,10:30,AUD,medium,Current Account  (Q2),17.7B,13.0B,8.4B
21,01/09/2020,10:30,AUD,low,Net Exports Contribution  (Q2),1.0%,1.1%,0.5%
22,01/09/2020,10:30,AUD,low,Private House Approvals  (Jul),8.5%,,-5.7%
23,01/09/2020,12:35,JPY,medium,10-Year JGB Auction,0.030%,,0.018%
24,01/09/2020,13:00,EUR,medium,ECB's Lane Speaks,,,
25,01/09/2020,13:30,AUD,high,RBA Interest Rate Decision  (Sep),0.25%,0.25%,0.25%
26,01/09/2020,13:30,AUD,medium,RBA Rate Statement,,,
27,01/09/2020,15:30,AUD,low,Commodity Prices (YoY),-9.2%,,-13.7%
28,01/09/2020,16:30,EUR,medium,ECB's De Guindos Speaks,,,
29,01/09/2020,17:30,GBP,low,BoE Consumer Credit  (Jul),1.200B,0.678B,-0.382B
30,01/09/2020,17:30,GBP,low,M4 Money Supply (MoM)  (Jul),0.9%,,1.1%
31,01/09/2020,17:30,GBP,low,Mortgage Approvals  (Jul),66.30K,54.84K,39.90K
32,01/09/2020,17:30,GBP,low,Mortgage Lending  (Jul),2.70B,2.80B,2.39B
33,01/09/2020,17:30,GBP,low,Net Lending to Individuals,3.9B,,2.0B
34,01/09/2020,18:00,GBP,medium,BoE Deputy Governor Woods Speaks,,,
35,01/09/2020,18:00,EUR,low,Core CPI (MoM),-0.5%,,-0.3%
36,01/09/2020,18:00,EUR,medium,Core CPI (YoY),0.4%,0.8%,1.2%
37,01/09/2020,18:00,EUR,medium,CPI (MoM)  (Aug),-0.4%,,-0.4%
38,01/09/2020,18:00,EUR,high,CPI (YoY)  (Aug),-0.2%,0.2%,0.4%
39,01/09/2020,18:00,EUR,low,"CPI, n.s.a  (Aug)",104.90,,105.32
40,01/09/2020,18:00,EUR,low,HICP ex Energy & Food (YoY)  (Aug),0.6%,1.1%,1.3%
41,01/09/2020,18:00,EUR,low,HICP ex Energy and Food (MoM),-0.4%,,-0.3%
42,01/09/2020,18:00,EUR,medium,Unemployment Rate  (Jul),7.9%,8.0%,7.7%
43,01/09/2020,21:55,USD,low,Redbook (YoY),4.6%,,0.6%
44,01/09/2020,21:55,USD,low,Redbook (MoM),5.8%,,4.1%
45,01/09/2020,23:00,USD,medium,Construction Spending (MoM)  (Jul),0.1%,1.0%,-0.5%
46,01/09/2020,23:00,USD,medium,ISM Manufacturing Employment  (Aug),46.4,45.8,44.3
47,01/09/2020,23:00,USD,low,ISM Manufacturing New Orders Index  (Aug),67.6,,61.5
48,01/09/2020,23:00,USD,high,ISM Manufacturing PMI  (Aug),56.0,54.5,54.2
49,01/09/2020,23:00,USD,high,ISM Manufacturing Prices  (Aug),59.5,54.0,53.2
50,01/09/2020,23:30,USD,low,Dallas Fed Services Revenues  (Aug),1.5,,-8.5
51,01/09/2020,23:30,USD,low,Texas Services Sector Outlook  (Aug),4.7,,-26.7
52,02/09/2020,01:00,EUR,medium,ECB's Lane Speaks,,,
53,02/09/2020,02:00,USD,medium,FOMC Member Brainard Speaks,,,
54,02/09/2020,05:30,USD,medium,API Weekly Crude Oil Stock,-6.360M,-1.950M,-4.524M
55,02/09/2020,08:00,USD,low,Total Vehicle Sales,15.20M,15.00M,14.50M
56,02/09/2020,08:01,GBP,low,BRC Shop Price Index (YoY),-1.6%,,-1.3%
57,02/09/2020,08:50,JPY,low,Monetary Base (YoY),11.5%,,9.8%
58,02/09/2020,10:30,AUD,medium,GDP (QoQ)  (Q2),-7.0%,-6.0%,-0.3%
59,02/09/2020,10:30,AUD,medium,GDP (YoY)  (Q2),-6.3%,-5.3%,1.6%
60,02/09/2020,10:30,AUD,low,GDP Capital Expenditure  (Q2),-4.9%,,-0.8%
61,02/09/2020,10:30,AUD,low,GDP Chain Price Index  (Q2),-0.2%,,1.1%
62,02/09/2020,10:30,AUD,low,GDP Final Consumption  (Q2),-8.1%,,-0.3%
63,02/09/2020,10:30,AUD,low,RBA Chart Pack Release,,,
64,02/09/2020,10:30,JPY,medium,BOJ Deputy Governor Wakatabe Speaks,,,
65,02/09/2020,15:00,GBP,medium,Nationwide HPI (MoM)  (Aug),2.0%,0.5%,1.8%
66,02/09/2020,15:00,GBP,medium,Nationwide HPI (YoY)  (Aug),3.7%,2.0%,1.5%
67,02/09/2020,18:00,EUR,low,PPI (MoM)  (Jul),0.6%,0.5%,0.7%
68,02/09/2020,18:00,EUR,low,PPI (YoY)  (Jul),-3.3%,-3.4%,-3.7%
69,02/09/2020,20:00,USD,low,MBA 30-Year Mortgage Rate,3.08%,,3.11%
70,02/09/2020,20:00,USD,low,MBA Mortgage Applications (WoW),-2.0%,,-6.5%
71,02/09/2020,20:00,USD,low,MBA Purchase Index,309.6,,310.2
72,02/09/2020,20:00,USD,low,Mortgage Market Index,755.1,,770.6
73,02/09/2020,20:00,USD,low,Mortgage Refinance Index,"3,316.2",,"3,423.0"
74,02/09/2020,21:15,USD,high,ADP Nonfarm Employment Change  (Aug),428K,950K,212K
75,02/09/2020,22:00,USD,low,All Car Sales  (Aug),3.56M,,3.50M
76,02/09/2020,22:00,USD,low,All Truck Sales  (Aug),11.63M,,11.13M
77,02/09/2020,22:30,USD,medium,Seevol Cushing Storage Report,-1.368M,,-0.010M
78,02/09/2020,22:45,USD,low,ISM NY Business Conditions  (Aug),42.9%,,53.5%
79,02/09/2020,22:45,USD,low,ISM-New York Index  (Aug),804.2,,807.8
80,02/09/2020,23:00,USD,medium,Cap Goods Ship Non Defense Ex Air (MoM),2.4%,,3.8%
81,02/09/2020,23:00,USD,low,Durables Excluding Defense (MoM)  (Jul),10.1%,,9.9%
82,02/09/2020,23:00,USD,medium,Factory Orders (MoM)  (Jul),6.4%,6.0%,6.4%
83,02/09/2020,23:00,USD,low,Factory orders ex transportation (MoM)  (Jul),2.1%,,4.8%
84,02/09/2020,23:00,USD,medium,FOMC Member Williams Speaks,,,
85,02/09/2020,23:30,GBP,medium,BoE MPC Member Broadbent Speaks,,,
86,02/09/2020,23:30,USD,high,Crude Oil Inventories,-9.362M,-1.887M,-4.689M
87,02/09/2020,23:30,USD,low,EIA Refinery Crude Runs  (WoW),-0.844M,,0.225M
88,02/09/2020,23:30,USD,low,Crude Oil Imports,-0.655M,,-1.040M
89,02/09/2020,23:30,USD,medium,Cushing Crude Oil Inventories,0.110M,-1.368M,-0.279M
90,02/09/2020,23:30,USD,low,Distillate Fuel Production,-0.343M,,0.380M
91,02/09/2020,23:30,USD,low,EIA Weekly Distillates Stocks,-1.676M,-1.357M,1.388M
92,02/09/2020,23:30,USD,low,Gasoline Production,0.016M,,0.118M
93,02/09/2020,23:30,USD,low,Heating Oil Stockpiles,0.280M,,0.294M
94,02/09/2020,23:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),-5.3%,-5.2%,1.1%
95,02/09/2020,23:30,USD,low,Gasoline Inventories,-4.320M,-3.036M,-4.584M
96,03/09/2020,00:30,GBP,medium,BoE MPC Member Haldane Speaks,,,
97,03/09/2020,01:00,USD,medium,FOMC Member Mester Speaks,,,
98,03/09/2020,03:00,USD,medium,Beige Book,,,
99,03/09/2020,03:00,USD,medium,FOMC Member Kashkari Speaks,,,
100,03/09/2020,05:30,USD,medium,Fed's Balance Sheet,"7,017.49B",,"6,990.42B"
101,03/09/2020,07:30,AUD,low,AIG Construction Index  (Aug),37.9,,42.7
102,03/09/2020,08:50,JPY,low,Foreign Bonds Buying,-115.1B,,958.6B
103,03/09/2020,08:50,JPY,low,Foreign Investments in Japanese Stocks,-590.5B,,-169.3B
104,03/09/2020,10:30,AUD,low,Exports (MoM)  (Jul),-4%,,3%
105,03/09/2020,10:30,AUD,low,Imports (MoM)  (Jul),7%,,1%
106,03/09/2020,10:30,AUD,medium,Trade Balance  (Jul),4.607B,5.400B,8.202B
107,03/09/2020,12:35,JPY,low,30-Year JGB Auction,0.611%,,0.617%
108,03/09/2020,18:00,EUR,low,Retail Sales (MoM)  (Jul),-1.3%,1.5%,5.3%
109,03/09/2020,18:00,EUR,low,Retail Sales (YoY)  (Jul),0.4%,3.5%,1.3%
110,03/09/2020,20:30,USD,low,Challenger Job Cuts (YoY),116.5%,,576.1%
111,03/09/2020,20:30,USD,low,Challenger Job Cuts  (Aug),115.762K,,262.649K
112,03/09/2020,21:30,USD,medium,Continuing Jobless Claims,"13,254K","14,000K","14,492K"
113,03/09/2020,21:30,USD,medium,Exports,168.10B,,158.25B
114,03/09/2020,21:30,USD,medium,Imports,231.70B,,208.95B
115,03/09/2020,21:30,USD,high,Initial Jobless Claims,881K,950K,"1,011K"
