id,date,time,currency,importance,event,actual,forecast,previous
0,01/11/2020,00:00,USD,low,M2 Money Supply (MoM),18.8T,,18.6T
1,02/11/2020,06:30,AUD,low,AIG Manufacturing Index  (Oct),56.3,,46.7
2,02/11/2020,09:00,AUD,low,MI Inflation Gauge (MoM),-0.1%,,0.1%
3,02/11/2020,09:30,AUD,low,ANZ Job Advertisements (MoM),9.4%,,8.3%
4,02/11/2020,09:30,AUD,medium,Building Approvals (MoM)  (Sep),15.4%,1.3%,-2.3%
5,02/11/2020,09:30,AUD,medium,Home Loans (MoM),6.0%,,13.6%
6,02/11/2020,09:30,AUD,low,Invest Housing Finance (MoM),5.2%,,9.3%
7,02/11/2020,09:30,AUD,low,Private House Approvals  (Sep),9.7%,,4.8%
8,02/11/2020,14:30,GBP,medium,Investing.com GBP/USD Index,42.7%,,45.7%
9,02/11/2020,14:30,USD,medium,Investing.com Gold Index,56.5%,,58.5%
10,02/11/2020,14:30,AUD,low,Commodity Prices (YoY),-0.3%,,-5.2%
11,02/11/2020,14:30,AUD,medium,Investing.com AUD/USD Index,46.9%,,46.1%
12,02/11/2020,14:30,JPY,medium,Investing.com USD/JPY Index,52.2%,,53.3%
13,02/11/2020,14:30,EUR,medium,Investing.com EUR/USD Index,53.2%,,51.4%
14,02/11/2020,23:00,EUR,medium,ECB's Mersch Speaks,,,
15,03/11/2020,All Day,JPY,,Japan - Culture Day,,,
16,03/11/2020,00:00,USD,medium,Construction Spending (MoM)  (Sep),0.3%,1.0%,0.8%
17,03/11/2020,00:00,USD,medium,ISM Manufacturing Employment  (Oct),53.2,,49.6
18,03/11/2020,00:00,USD,low,ISM Manufacturing New Orders Index  (Oct),67.9,,60.2
19,03/11/2020,00:00,USD,high,ISM Manufacturing PMI  (Oct),59.3,55.8,55.4
20,03/11/2020,00:00,USD,high,ISM Manufacturing Prices  (Oct),65.5,60.0,62.8
21,03/11/2020,01:30,USD,low,3-Month Bill Auction,0.095%,,0.100%
22,03/11/2020,01:30,USD,low,6-Month Bill Auction,0.110%,,0.110%
23,03/11/2020,12:30,AUD,high,RBA Interest Rate Decision  (Nov),0.10%,0.10%,0.25%
24,03/11/2020,12:30,AUD,medium,RBA Rate Statement,,,
25,03/11/2020,14:00,AUD,medium,RBA Governor Lowe Speaks,,,
26,03/11/2020,17:10,EUR,medium,ECB's Enria Speaks,,,
27,03/11/2020,22:00,USD,high,U.S. Presidential Election,,,
28,03/11/2020,22:55,USD,low,Redbook (MoM),1.2%,,0.8%
29,03/11/2020,22:55,USD,low,Redbook (YoY),3.2%,,1.2%
30,03/11/2020,23:45,USD,low,ISM NY Business Conditions  (Oct),65.1%,,56.1%
31,03/11/2020,23:45,USD,low,ISM-New York Index  (Oct),814.8,,807.3
32,04/11/2020,00:00,USD,medium,Cap Goods Ship Non Defense Ex Air (MoM),0.5%,,1.5%
33,04/11/2020,00:00,USD,low,Durables Excluding Defense (MoM)  (Sep),3.4%,,3.4%
34,04/11/2020,00:00,USD,medium,Factory Orders (MoM)  (Sep),1.1%,1.0%,0.6%
35,04/11/2020,00:00,USD,low,Factory orders ex transportation (MoM)  (Sep),0.5%,,0.9%
36,04/11/2020,03:00,USD,low,52-Week Bill Auction,0.135%,,0.140%
37,04/11/2020,06:30,USD,medium,API Weekly Crude Oil Stock,-8.010M,-0.600M,4.577M
38,04/11/2020,06:30,AUD,low,AIG Construction Index  (Oct),52.7,,45.2
39,04/11/2020,08:50,JPY,medium,BoJ Monetary Policy Statement,,,
40,04/11/2020,08:50,JPY,low,Monetary Base (YoY),16.3%,,14.3%
41,04/11/2020,09:00,USD,low,Total Vehicle Sales,16.20M,16.50M,16.30M
42,04/11/2020,09:30,AUD,low,RBA Chart Pack Release,,,
43,04/11/2020,09:30,AUD,medium,Retail Sales (MoM)  (Sep),-1.1%,-1.5%,-4.0%
44,04/11/2020,09:30,AUD,low,Retail Sales (QoQ)  (Q3),6.5%,6.0%,-3.4%
45,04/11/2020,12:35,JPY,medium,10-Year JGB Auction,0.046%,,0.024%
46,04/11/2020,17:45,EUR,medium,ECB's Panetta Speaks,,,
47,04/11/2020,Tentative,EUR,medium,EU Economic Forecasts,,,
48,04/11/2020,18:30,GBP,medium,Labour Productivity  (Q2),-1.8%,,0.2%
49,04/11/2020,19:00,EUR,medium,EU Finance Ministers Meeting,,,
