id,date,time,currency,importance,event,actual,forecast,previous
0,01/10/2021,00:00,USD,medium,FOMC Member Bostic Speaks,,,
1,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),0.92M,,0.91M
2,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.25M,,0.26M
3,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.18M,,0.18M
4,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.10M,,0.10M
5,01/10/2021,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.49M,,2.49M
6,01/10/2021,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.06M,,3.98M
7,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.44M,,2.43M
8,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.16M,,1.17M
9,01/10/2021,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.27M,,1.44M
10,01/10/2021,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),9.49M,,9.40M
11,01/10/2021,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),2.78M,,2.72M
12,01/10/2021,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.52M,,0.51M
13,01/10/2021,00:00,USD,low,M2 Money Supply (MoM)  (Aug),21.0T,,20.8T
14,01/10/2021,00:30,USD,low,4-Week Bill Auction,0.045%,,0.050%
15,01/10/2021,00:30,USD,low,8-Week Bill Auction,0.040%,,0.035%
16,01/10/2021,00:30,USD,medium,FOMC Member Harker Speaks,,,
17,01/10/2021,01:30,USD,low,Chicago Fed President Evans Speaks,,,
18,01/10/2021,07:30,AUD,low,AIG Manufacturing Index  (Sep),51.2,,51.6
19,01/10/2021,08:30,JPY,low,Jobs/applications ratio  (Aug),1.14,1.14,1.15
20,01/10/2021,08:30,JPY,low,Unemployment Rate  (Aug),2.8%,2.9%,2.8%
21,01/10/2021,08:50,JPY,low,BoJ Summary of Opinions,,,
22,01/10/2021,08:50,JPY,medium,Tankan All Big Industry CAPEX  (Q3),10.1%,9.1%,9.6%
23,01/10/2021,08:50,JPY,low,Tankan All Small Industry CAPEX  (Q3),4.7%,1.6%,0.9%
24,01/10/2021,08:50,JPY,medium,Tankan Big Manufacturing Outlook Index  (Q3),14,15,13
25,01/10/2021,08:50,JPY,medium,Tankan Large Manufacturers Index  (Q3),18,13,14
26,01/10/2021,08:50,JPY,low,Tankan Large Non-Manufacturers Diffusion Index  (Q3),3,5,3
27,01/10/2021,08:50,JPY,medium,Tankan Large Non-Manufacturers Index  (Q3),2,3,1
28,01/10/2021,08:50,JPY,low,Tankan Small Manufacturers Diffusion Index  (Q3),-4,-6,-6
29,01/10/2021,08:50,JPY,low,Tankan Small Manufacturing Index  (Q3),-3,-9,-7
30,01/10/2021,08:50,JPY,low,Tankan Small Non-Manufacturers Diffusion Index  (Q3),-13,-9,-12
31,01/10/2021,08:50,JPY,low,Tankan Small Non-Manufacturing Index  (Q3),-10,-11,-9
32,01/10/2021,09:00,USD,low,Total Vehicle Sales,12.20M,,13.10M
33,01/10/2021,09:30,AUD,medium,Home Loans (MoM),-6.6%,-2.0%,-0.4%
34,01/10/2021,09:30,AUD,low,Invest Housing Finance (MoM),1.5%,,1.8%
35,01/10/2021,14:00,JPY,low,Household Confidence  (Sep),37.8,,36.7
36,01/10/2021,15:30,AUD,low,Commodity Prices (YoY),37.4%,,49.3%
37,01/10/2021,18:00,EUR,medium,Core CPI (YoY),1.9%,,1.6%
38,01/10/2021,18:00,EUR,low,Core CPI (MoM),0.5%,,0.4%
39,01/10/2021,18:00,EUR,high,CPI (YoY)  (Sep),3.4%,3.3%,3.0%
40,01/10/2021,18:00,EUR,medium,CPI (MoM),0.5%,,0.4%
41,01/10/2021,18:00,EUR,low,"CPI, n.s.a  (Sep)",108.49,,107.98
42,01/10/2021,18:00,EUR,low,HICP ex Energy & Food (YoY)  (Sep),1.9%,1.9%,1.6%
43,01/10/2021,18:00,EUR,low,HICP ex Energy and Food (MoM),0.5%,,0.2%
44,01/10/2021,21:30,USD,high,Core PCE Price Index (MoM)  (Aug),0.3%,0.2%,0.3%
45,01/10/2021,21:30,USD,high,Core PCE Price Index (YoY)  (Aug),3.6%,3.6%,3.6%
46,01/10/2021,21:30,USD,medium,PCE Price index (YoY)  (Aug),4.3,,4.2
47,01/10/2021,21:30,USD,medium,PCE price index (MoM)  (Aug),0.4%,,0.4%
48,01/10/2021,21:30,USD,low,Personal Income (MoM)  (Aug),0.2%,0.3%,1.1%
49,01/10/2021,21:30,USD,medium,Personal Spending (MoM)  (Aug),0.8%,0.6%,-0.1%
50,01/10/2021,21:30,USD,low,Real Personal Consumption (MoM)  (Aug),0.4%,,-0.5%
51,01/10/2021,23:00,USD,medium,Construction Spending (MoM)  (Aug),0.0%,0.3%,0.3%
52,01/10/2021,23:00,USD,medium,ISM Manufacturing Employment  (Sep),50.2,,49.0
53,01/10/2021,23:00,USD,low,ISM Manufacturing New Orders Index  (Sep),66.7,,66.7
54,01/10/2021,23:00,USD,high,ISM Manufacturing PMI  (Sep),61.1,59.6,59.9
55,01/10/2021,23:00,USD,high,ISM Manufacturing Prices  (Sep),81.2,78.5,79.4
56,01/10/2021,23:00,USD,medium,Michigan 1-Year Inflation Expectations  (Sep),4.6%,4.7%,4.6%
57,01/10/2021,23:00,USD,medium,Michigan 5-Year Inflation Expectations  (Sep),3.00%,2.90%,2.90%
58,01/10/2021,23:00,USD,medium,Michigan Consumer Expectations  (Sep),68.1,67.1,65.1
59,01/10/2021,23:00,USD,medium,Michigan Consumer Sentiment  (Sep),72.8,71.0,70.3
60,01/10/2021,23:00,USD,low,Michigan Current Conditions  (Sep),80.1,77.1,78.5
61,02/10/2021,00:30,EUR,medium,ECB's Schnabel Speaks,,,
62,02/10/2021,01:00,USD,low,Dallas Fed PCE  (Aug),2.80%,,3.10%
63,02/10/2021,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,428,,421
64,02/10/2021,02:00,USD,medium,FOMC Member Harker Speaks,,,
65,02/10/2021,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,528,,521
66,02/10/2021,04:30,GBP,medium,CFTC GBP speculative net positions,2.0K,,-0.2K
67,02/10/2021,04:30,USD,low,CFTC Aluminium speculative net positions,4.3K,,4.3K
68,02/10/2021,04:30,USD,low,CFTC Copper speculative net positions,18.6K,,19.3K
69,02/10/2021,04:30,USD,low,CFTC Corn speculative net positions,278.5K,,265.5K
70,02/10/2021,04:30,USD,medium,CFTC Crude Oil speculative net positions,373.8K,,356.0K
71,02/10/2021,04:30,USD,medium,CFTC Gold speculative net positions,168.4K,,187.6K
72,02/10/2021,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,-2.3K,,9.4K
73,02/10/2021,04:30,USD,low,CFTC Natural Gas speculative net positions,-146.7K,,-140.2K
74,02/10/2021,04:30,USD,medium,CFTC S&P 500 speculative net positions,73.2K,,49.8K
75,02/10/2021,04:30,USD,low,CFTC Silver speculative net positions,16.7K,,15.6K
76,02/10/2021,04:30,USD,low,CFTC Soybeans speculative net positions,64.7K,,61.1K
77,02/10/2021,04:30,USD,low,CFTC Wheat speculative net positions,-3.6K,,1.8K
78,02/10/2021,04:30,AUD,medium,CFTC AUD speculative net positions,-86.4K,,-85.6K
79,02/10/2021,04:30,JPY,medium,CFTC JPY speculative net positions,-64.8K,,-56.1K
80,02/10/2021,04:30,EUR,medium,CFTC EUR speculative net positions,0.9K,,12.1K
81,04/10/2021,08:50,JPY,low,Monetary Base (YoY),11.7%,15.3%,14.9%
82,04/10/2021,10:00,AUD,low,MI Inflation Gauge (MoM),0.3%,,0.0%
83,04/10/2021,14:30,GBP,medium,Investing.com GBP/USD Index,44.0%,,42.9%
84,04/10/2021,14:30,USD,medium,Investing.com Gold Index,54.8%,,53.7%
85,04/10/2021,14:30,AUD,medium,Investing.com AUD/USD Index,29.2%,,31.1%
86,04/10/2021,14:30,JPY,medium,Investing.com USD/JPY Index,51.8%,,42.6%
87,04/10/2021,14:30,EUR,medium,Investing.com EUR/USD Index,43.2%,,44.2%
88,04/10/2021,16:30,EUR,medium,ECB's De Guindos Speaks,,,
89,04/10/2021,17:30,EUR,low,Sentix Investor Confidence  (Oct),16.9,18.6,19.6
90,04/10/2021,19:00,USD,medium,OPEC Meeting,,,
91,04/10/2021,19:00,EUR,medium,Eurogroup Meetings,,,
92,04/10/2021,22:00,USD,low,All Car Sales  (Sep),2.61M,,2.99M
93,04/10/2021,22:00,USD,low,All Truck Sales  (Sep),9.57M,,10.02M
94,04/10/2021,23:00,USD,low,Durables Excluding Defense (MoM)  (Aug),2.4%,,2.4%
95,04/10/2021,23:00,USD,medium,Factory Orders (MoM)  (Aug),1.2%,1.0%,0.7%
96,04/10/2021,23:00,USD,low,Factory orders ex transportation (MoM)  (Aug),0.5%,,0.9%
97,05/10/2021,00:30,USD,low,3-Month Bill Auction,0.040%,,0.035%
98,05/10/2021,00:30,USD,low,6-Month Bill Auction,0.055%,,0.050%
99,05/10/2021,06:30,AUD,low,AIG Construction Index  (Sep),53.3,,38.4
100,05/10/2021,08:30,JPY,medium,Tokyo Core CPI (YoY)  (Sep),0.1%,0.2%,-0.3%
101,05/10/2021,08:30,JPY,low,Tokyo CPI (YoY)  (Sep),0.3%,,-0.4%
102,05/10/2021,08:30,JPY,low,CPI Tokyo Ex Food and Energy (MoM)  (Sep),-0.2%,,0.1%
103,05/10/2021,09:30,AUD,low,ANZ Job Advertisements (MoM),-2.8%,,-2.7%
104,05/10/2021,09:30,AUD,low,Exports (MoM)  (Aug),4%,,5%
105,05/10/2021,09:30,AUD,low,Imports (MoM)  (Aug),-1%,,3%
106,05/10/2021,09:30,AUD,medium,Retail Sales (MoM),-1.7%,-1.7%,-2.7%
107,05/10/2021,09:30,AUD,medium,Trade Balance  (Aug),15.077B,10.300B,12.117B
108,05/10/2021,12:30,AUD,high,RBA Interest Rate Decision  (Oct),0.10%,0.10%,0.10%
109,05/10/2021,12:30,AUD,medium,RBA Rate Statement,,,
110,05/10/2021,12:45,JPY,medium,10-Year JGB Auction,0.049%,,0.023%
111,05/10/2021,15:00,JPY,medium,BoJ Governor Kuroda Speaks,,,
112,05/10/2021,18:00,EUR,low,PPI (MoM)  (Aug),1.1%,1.3%,2.5%
113,05/10/2021,18:00,EUR,low,PPI (YoY)  (Aug),13.4%,13.5%,12.4%
114,05/10/2021,21:30,USD,medium,Exports,213.70B,,212.70B
115,05/10/2021,21:30,USD,medium,Imports,287.00B,,283.00B
116,05/10/2021,21:30,USD,medium,Trade Balance  (Aug),-73.30B,-70.50B,-70.30B
117,05/10/2021,21:55,USD,low,Redbook (YoY),16.6%,,16.5%
118,05/10/2021,23:00,USD,low,IBD/TIPP Economic Optimism,46.8,,48.5
119,05/10/2021,23:00,USD,low,ISM Non-Manufacturing Business Activity  (Sep),62.3,59.5,60.1
120,05/10/2021,23:00,USD,medium,ISM Non-Manufacturing Employment  (Sep),53.0,,53.7
121,05/10/2021,23:00,USD,low,ISM Non-Manufacturing New Orders  (Sep),63.5,,63.2
122,05/10/2021,23:00,USD,high,ISM Non-Manufacturing PMI  (Sep),61.9,60.0,61.7
123,05/10/2021,23:00,USD,high,ISM Non-Manufacturing Prices  (Sep),77.5,,75.4
124,06/10/2021,00:00,EUR,medium,ECB President Lagarde Speaks,,,
125,06/10/2021,00:30,USD,low,52-Week Bill Auction,0.090%,,0.075%
126,06/10/2021,02:15,USD,medium,FOMC Member Quarles Speaks,,,
127,06/10/2021,05:30,USD,medium,API Weekly Crude Oil Stock,0.951M,-0.300M,4.127M
128,06/10/2021,05:30,USD,low,API Weekly Gasoline Stock,3.682M,,3.555M
129,06/10/2021,09:30,AUD,low,RBA Chart Pack Release,,,
130,06/10/2021,16:50,EUR,medium,ECB McCaul Speaks,,,
131,06/10/2021,17:30,GBP,low,Housing Equity Withdrawal (QoQ),7.2B,,6.1B
132,06/10/2021,18:00,EUR,low,Retail Sales (MoM)  (Aug),0.3%,0.8%,-2.6%
133,06/10/2021,18:00,EUR,low,Retail Sales (YoY)  (Aug),0.0%,0.4%,3.1%
134,06/10/2021,20:00,USD,low,MBA 30-Year Mortgage Rate,3.14%,,3.10%
135,06/10/2021,20:00,USD,low,MBA Mortgage Applications (WoW),-6.9%,,-1.1%
136,06/10/2021,20:00,USD,low,MBA Purchase Index,275.7,,280.4
137,06/10/2021,20:00,USD,low,Mortgage Market Index,684.5,,734.9
138,06/10/2021,20:00,USD,low,Mortgage Refinance Index,"3,037.6",,"3,359.5"
139,06/10/2021,21:15,USD,high,ADP Nonfarm Employment Change  (Sep),568K,428K,340K
140,06/10/2021,22:00,USD,medium,FOMC Member Bostic Speaks,,,
141,06/10/2021,23:30,USD,high,Crude Oil Inventories,2.346M,-0.418M,4.578M
142,06/10/2021,23:30,USD,low,EIA Refinery Crude Runs  (WoW),0.329M,,0.068M
143,06/10/2021,23:30,USD,low,Crude Oil Imports,1.389M,,-0.124M
144,06/10/2021,23:30,USD,medium,Cushing Crude Oil Inventories,1.548M,,0.131M
145,06/10/2021,23:30,USD,low,Distillate Fuel Production,0.130M,,0.194M
146,06/10/2021,23:30,USD,low,EIA Weekly Distillates Stocks,-0.396M,-1.007M,0.385M
147,06/10/2021,23:30,USD,low,Gasoline Production,-0.523M,,0.246M
148,06/10/2021,23:30,USD,low,Heating Oil Stockpiles,-0.216M,,-0.366M
149,06/10/2021,23:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),1.5%,0.6%,0.6%
150,06/10/2021,23:30,USD,low,Gasoline Inventories,3.256M,-0.279M,0.193M
151,07/10/2021,00:30,USD,medium,FOMC Member Bostic Speaks,,,
152,07/10/2021,05:30,USD,medium,Fed's Balance Sheet,"8,464.03B",,"8,447.98B"
153,07/10/2021,06:30,AUD,low,AIG Services Index  (Sep),45.7,,45.6
154,07/10/2021,08:50,JPY,low,Foreign Bonds Buying,"1,189.4B",,439.5B
155,07/10/2021,08:50,JPY,low,Foreign Investments in Japanese Stocks,-334.3B,,-228.5B
156,07/10/2021,08:50,JPY,low,Foreign Reserves (USD)  (Sep),"1,409.3B",,"1,424.3B"
157,07/10/2021,10:00,JPY,medium,BoJ Governor Kuroda Speaks,,,
158,07/10/2021,14:00,JPY,low,Coincident Indicator (MoM)  (Aug),-2.9%,,-0.2%
159,07/10/2021,14:00,JPY,low,Leading Index (MoM)  (Aug),-2.3%,,-0.1%
160,07/10/2021,14:00,JPY,low,Leading Index,101.8,,104.1
161,07/10/2021,15:00,GBP,medium,Halifax House Price Index (YoY),7.4%,,7.2%
162,07/10/2021,15:00,GBP,medium,Halifax House Price Index (MoM)  (Sep),1.7%,,0.8%
163,07/10/2021,17:30,GBP,medium,Labour Productivity  (Q2),-0.5%,,0.1%
164,07/10/2021,17:30,EUR,medium,ECB's Elderson Speaks,,,
165,07/10/2021,17:30,EUR,medium,ECB's Lane Speaks,,,
166,07/10/2021,20:30,USD,low,Challenger Job Cuts (YoY),-84.9%,,-86.4%
167,07/10/2021,20:30,USD,low,Challenger Job Cuts  (Sep),17.895K,,15.723K
168,07/10/2021,20:30,EUR,medium,ECB Publishes Account of Monetary Policy Meeting,,,
169,07/10/2021,21:30,USD,medium,Continuing Jobless Claims,"2,714K","2,780K","2,811K"
170,07/10/2021,21:30,USD,high,Initial Jobless Claims,326K,348K,364K
171,07/10/2021,21:30,USD,low,Jobless Claims 4-Week Avg.,344.00K,,340.50K
172,07/10/2021,21:40,USD,medium,FOMC Member Williams Speaks,,,
173,07/10/2021,22:00,EUR,medium,ECB's Lane Speaks,,,
174,07/10/2021,22:00,EUR,medium,ECB's Schnabel Speaks,,,
175,07/10/2021,23:30,USD,low,Natural Gas Storage,118B,105B,88B
176,08/10/2021,00:30,USD,low,4-Week Bill Auction,0.035%,,0.045%
177,08/10/2021,00:30,USD,low,8-Week Bill Auction,0.110%,,0.040%
178,08/10/2021,00:45,EUR,medium,ECB's Lane Speaks,,,
179,08/10/2021,04:00,USD,medium,Consumer Credit  (Aug),14.38B,17.50B,17.27B
180,08/10/2021,08:30,JPY,low,Average Cash Earnings (YoY),0.7%,,0.6%
181,08/10/2021,08:30,JPY,medium,Household Spending (MoM)  (Aug),-3.9%,-2.0%,-0.9%
182,08/10/2021,08:30,JPY,medium,Household Spending (YoY)  (Aug),-3.0%,-1.5%,0.7%
183,08/10/2021,08:30,JPY,low,Overall wage income of employees  (Aug),0.7%,,0.6%
184,08/10/2021,08:30,JPY,low,Overtime Pay (YoY)  (Aug),6.50%,,11.60%
185,08/10/2021,08:50,JPY,medium,Adjusted Current Account,1.04T,,1.41T
186,08/10/2021,08:50,JPY,medium,Current Account n.s.a.  (Aug),1.666T,1.541T,1.911T
187,08/10/2021,09:30,AUD,medium,Building Approvals (MoM),6.8%,,-8.6%
188,08/10/2021,10:30,AUD,medium,RBA Financial Stability Review,,,
189,08/10/2021,14:00,JPY,low,Economy Watchers Current Index  (Sep),42.1,,34.7
190,08/10/2021,18:30,GBP,low,BoE FPC Meeting Minutes,,,
191,08/10/2021,20:00,GBP,low,BoE Quarterly Bulletin,,,
192,08/10/2021,21:10,EUR,medium,ECB President Lagarde Speaks,,,
193,08/10/2021,21:30,USD,medium,Average Hourly Earnings (YoY) (YoY)  (Sep),4.6%,4.6%,4.0%
194,08/10/2021,21:30,USD,high,Average Hourly Earnings (MoM)  (Sep),0.6%,0.4%,0.4%
195,08/10/2021,21:30,USD,low,Average Weekly Hours  (Sep),34.8,34.7,34.6
196,08/10/2021,21:30,USD,low,Government Payrolls  (Sep),-123.0K,,34.0K
197,08/10/2021,21:30,USD,low,Manufacturing Payrolls  (Sep),26K,25K,31K
198,08/10/2021,21:30,USD,high,Nonfarm Payrolls  (Sep),194K,500K,366K
199,08/10/2021,21:30,USD,medium,Participation Rate  (Sep),61.6%,,61.7%
200,08/10/2021,21:30,USD,medium,Private Nonfarm Payrolls  (Sep),317K,455K,332K
201,08/10/2021,21:30,USD,medium,U6 Unemployment Rate  (Sep),8.5%,,8.8%
202,08/10/2021,21:30,USD,high,Unemployment Rate  (Sep),4.8%,5.1%,5.2%
203,08/10/2021,22:00,EUR,medium,ECB's Panetta Speaks,,,
204,08/10/2021,23:00,USD,low,Wholesale Inventories (MoM),1.2%,,1.2%
205,08/10/2021,23:00,USD,low,Wholesale Trade Sales (MoM)  (Aug),-1.1%,1.0%,2.1%
206,09/10/2021,02:00,USD,medium,U.S. Baker Hughes Oil Rig Count,433,,428
207,09/10/2021,02:00,USD,medium,U.S. Baker Hughes Total Rig Count,533,,528
208,09/10/2021,04:30,GBP,medium,CFTC GBP speculative net positions,-20.0K,,2.0K
209,09/10/2021,04:30,USD,low,CFTC Aluminium speculative net positions,3.8K,,4.3K
210,09/10/2021,04:30,USD,low,CFTC Copper speculative net positions,14.4K,,18.6K
211,09/10/2021,04:30,USD,low,CFTC Corn speculative net positions,297.0K,,278.5K
212,09/10/2021,04:30,USD,medium,CFTC Crude Oil speculative net positions,398.3K,,373.8K
213,09/10/2021,04:30,USD,medium,CFTC Gold speculative net positions,182.6K,,168.4K
214,09/10/2021,04:30,USD,medium,CFTC Nasdaq 100 speculative net positions,-2.7K,,-2.3K
215,09/10/2021,04:30,USD,low,CFTC Natural Gas speculative net positions,-133.7K,,-146.7K
216,09/10/2021,04:30,USD,medium,CFTC S&P 500 speculative net positions,72.8K,,73.2K
217,09/10/2021,04:30,USD,low,CFTC Silver speculative net positions,16.4K,,16.7K
218,09/10/2021,04:30,USD,low,CFTC Soybeans speculative net positions,51.4K,,64.7K
219,09/10/2021,04:30,USD,low,CFTC Wheat speculative net positions,7.3K,,-3.6K
220,09/10/2021,04:30,AUD,medium,CFTC AUD speculative net positions,-90.0K,,-86.4K
221,09/10/2021,04:30,JPY,medium,CFTC JPY speculative net positions,-63.7K,,-64.8K
222,09/10/2021,04:30,EUR,medium,CFTC EUR speculative net positions,-22.3K,,0.9K
223,09/10/2021,18:00,EUR,medium,ECB's Enria Speaks,,,
224,11/10/2021,14:30,GBP,medium,Investing.com GBP/USD Index,30.0%,,44.0%
225,11/10/2021,14:30,USD,medium,Investing.com Gold Index,59.8%,,54.8%
226,11/10/2021,14:30,AUD,medium,Investing.com AUD/USD Index,27.4%,,29.2%
227,11/10/2021,14:30,JPY,medium,Investing.com USD/JPY Index,48.1%,,51.8%
228,11/10/2021,14:30,EUR,medium,Investing.com EUR/USD Index,35.3%,,43.2%
229,11/10/2021,15:00,JPY,low,Machine Tool Orders (YoY),71.9%,,85.2%
230,11/10/2021,21:00,EUR,medium,ECB's Lane Speaks,,,
231,11/10/2021,23:00,USD,low,CB Employment Trends Index  (Sep),110.35,,110.68
232,11/10/2021,23:45,EUR,medium,ECB's Elderson Speaks,,,
233,12/10/2021,08:01,GBP,medium,BRC Retail Sales Monitor (YoY)  (Sep),-0.6%,,1.5%
234,12/10/2021,08:50,JPY,low,Bank Lending (YoY)  (Sep),0.6%,,0.6%
235,12/10/2021,08:50,JPY,low,PPI (MoM)  (Sep),0.3%,0.3%,0.1%
236,12/10/2021,08:50,JPY,low,PPI (YoY)  (Sep),6.3%,5.9%,5.8%
237,12/10/2021,09:30,AUD,medium,NAB Business Confidence  (Sep),13,,-6
238,12/10/2021,09:30,AUD,low,NAB Business Survey  (Sep),5,,14
239,12/10/2021,12:45,JPY,low,30-Year JGB Auction,0.702%,,0.653%
240,12/10/2021,15:00,GBP,low,Average Earnings ex Bonus  (Aug),6.0%,6.0%,6.8%
241,12/10/2021,15:00,GBP,medium,Average Earnings Index +Bonus  (Aug),7.2%,7.0%,8.3%
242,12/10/2021,15:00,GBP,medium,Claimant Count Change  (Sep),-51.1K,,-58.6K
243,12/10/2021,15:00,GBP,medium,Employment Change 3M/3M (MoM)  (Aug),235K,243K,183K
244,12/10/2021,15:00,GBP,medium,Unemployment Rate  (Aug),4.5%,4.5%,4.6%
245,12/10/2021,18:00,EUR,medium,ZEW Economic Sentiment  (Oct),21.0,,31.1
246,12/10/2021,19:00,USD,low,NFIB Small Business Optimism  (Sep),99.1,,100.1
247,12/10/2021,20:00,EUR,medium,ECB's Enria Speaks,,,
248,12/10/2021,21:30,EUR,medium,ECB's Lane Speaks,,,
249,12/10/2021,21:55,USD,low,Redbook (YoY),14.8%,,16.6%
250,12/10/2021,22:00,EUR,medium,ECB President Lagarde Speaks,,,
251,12/10/2021,22:00,EUR,medium,ECB's Elderson Speaks,,,
252,12/10/2021,23:00,USD,high,JOLTS Job Openings  (Aug),10.439M,10.925M,11.098M
253,13/10/2021,00:15,USD,medium,FOMC Member Clarida Speaks,,,
254,13/10/2021,00:30,USD,medium,3-Year Note Auction,0.635%,,0.447%
255,13/10/2021,00:30,USD,low,6-Month Bill Auction,0.055%,,0.055%
256,13/10/2021,01:00,USD,medium,WASDE Report,,,
257,13/10/2021,01:30,USD,medium,FOMC Member Bostic Speaks,,,
258,13/10/2021,02:00,USD,high,10-Year Note Auction,1.584%,,1.338%
