id,date,time,currency,importance,event,actual,forecast,previous
0,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Algeria (Barrel),1.04M,,1.04M
1,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
2,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Gabon (Barrel),0.20M,,0.20M
3,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Guinea (Barrel),0.09M,,0.09M
4,01/11/2022,00:00,USD,low,OPEC Crude oil Production Iran (Barrel),2.56M,,2.57M
5,01/11/2022,00:00,USD,low,OPEC Crude oil Production Iraq (Barrel),4.52M,,4.55M
6,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Kuwait (Barrel),2.82M,,2.81M
7,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Libya (Barrel),1.15M,,1.12M
8,01/11/2022,00:00,USD,low,OPEC Crude Oil Production Nigeria (Barrel),1.09M,,1.06M
9,01/11/2022,00:00,USD,low,OPEC Crude oil Production Saudi Arabia (Barrel),10.99M,,10.91M
10,01/11/2022,00:00,USD,low,OPEC Crude oil Production UAE (Barrel),3.19M,,3.17M
11,01/11/2022,00:00,USD,low,OPEC Crude oil Production Venezuela (Barrel),0.66M,,0.68M
12,01/11/2022,00:00,EUR,medium,ECB's Lane Speaks,,,
13,01/11/2022,00:30,USD,low,3-Month Bill Auction,4.070%,,4.000%
14,01/11/2022,00:30,USD,low,6-Month Bill Auction,4.440%,,4.390%
15,01/11/2022,05:30,USD,high,U.S. President Biden Speaks,,,
16,01/11/2022,12:30,AUD,high,RBA Interest Rate Decision  (Nov),2.85%,2.85%,2.60%
17,01/11/2022,12:30,AUD,medium,RBA Rate Statement,,,
18,01/11/2022,12:35,JPY,medium,10-Year JGB Auction,0.248%,,0.248%
19,01/11/2022,14:30,AUD,low,Commodity Prices (YoY),22.4%,,30.6%
20,01/11/2022,16:00,GBP,medium,Nationwide HPI (MoM)  (Oct),-0.9%,,0.0%
21,01/11/2022,16:00,GBP,medium,Nationwide HPI (YoY)  (Oct),7.2%,8.3%,9.5%
22,01/11/2022,17:20,AUD,medium,RBA Governor Lowe Speaks,,,
23,01/11/2022,21:55,USD,low,Redbook (YoY),9.7%,,8.2%
24,01/11/2022,23:00,USD,medium,Construction Spending (MoM)  (Sep),0.2%,-0.5%,-0.6%
25,01/11/2022,23:00,USD,medium,ISM Manufacturing Employment  (Oct),50.0,53.0,48.7
26,01/11/2022,23:00,USD,low,ISM Manufacturing New Orders Index  (Oct),49.2,,47.1
27,01/11/2022,23:00,USD,high,ISM Manufacturing PMI  (Oct),50.2,50.0,50.9
28,01/11/2022,23:00,USD,high,ISM Manufacturing Prices  (Oct),46.6,52.5,51.7
29,01/11/2022,23:00,USD,high,JOLTS Job Openings  (Sep),10.717M,10.000M,10.280M
30,01/11/2022,23:30,USD,low,Dallas Fed Services Revenues  (Oct),8.5,,5.9
31,01/11/2022,23:30,USD,low,Texas Services Sector Outlook  (Oct),-13.6,,-5.4
32,02/11/2022,00:30,USD,low,52-Week Bill Auction,4.505%,,3.955%
33,02/11/2022,05:30,USD,medium,API Weekly Crude Oil Stock,-6.530M,0.267M,4.520M
34,02/11/2022,06:30,AUD,low,AIG Manufacturing Index  (Oct),49.6,,50.2
35,02/11/2022,08:00,USD,low,Total Vehicle Sales,14.90M,,13.50M
36,02/11/2022,08:50,JPY,low,Monetary Base (YoY),-6.9%,-2.0%,-3.3%
37,02/11/2022,08:50,JPY,medium,Monetary Policy Meeting Minutes,,,
38,02/11/2022,09:01,GBP,low,BRC Shop Price Index (YoY),6.6%,5.5%,5.7%
39,02/11/2022,09:30,AUD,medium,Building Approvals (MoM)  (Sep),-5.8%,-7.0%,23.1%
40,02/11/2022,09:30,AUD,medium,Home Loans (MoM),-9.3%,,-2.7%
41,02/11/2022,09:30,AUD,low,Invest Housing Finance (MoM),-6.0%,,-4.8%
42,02/11/2022,09:30,AUD,low,Private House Approvals  (Sep),-7.8%,,4.8%
43,02/11/2022,09:30,AUD,low,RBA Chart Pack Release,,,
44,02/11/2022,20:00,USD,low,MBA 30-Year Mortgage Rate,7.06%,,7.16%
45,02/11/2022,20:00,USD,low,MBA Mortgage Applications (WoW),-0.5%,,-1.7%
46,02/11/2022,20:00,USD,low,MBA Purchase Index,160.5,,160.4
47,02/11/2022,20:00,USD,low,Mortgage Market Index,200.1,,201.1
48,02/11/2022,20:00,USD,low,Mortgage Refinance Index,386.7,,394.7
49,02/11/2022,21:15,USD,high,ADP Nonfarm Employment Change  (Oct),239K,195K,192K
50,02/11/2022,22:00,USD,low,All Car Sales  (Oct),3.23M,,2.91M
51,02/11/2022,22:00,USD,low,All Truck Sales  (Oct),11.67M,,10.66M
52,02/11/2022,23:30,USD,high,Crude Oil Inventories,-3.115M,0.367M,2.588M
53,02/11/2022,23:30,USD,low,EIA Refinery Crude Runs  (WoW),0.406M,,-0.114M
54,02/11/2022,23:30,USD,low,Crude Oil Imports,1.229M,,-0.719M
55,02/11/2022,23:30,USD,medium,Cushing Crude Oil Inventories,1.267M,,0.667M
56,02/11/2022,23:30,USD,low,Distillate Fuel Production,0.139M,,-0.045M
57,02/11/2022,23:30,USD,low,EIA Weekly Distillates Stocks,0.427M,-0.560M,0.170M
58,02/11/2022,23:30,USD,low,Gasoline Production,0.043M,,0.056M
59,02/11/2022,23:30,USD,low,Heating Oil Stockpiles,-0.383M,,-0.285M
60,02/11/2022,23:30,USD,low,EIA Weekly Refinery Utilization Rates (WoW),1.7%,0.5%,-0.6%
61,02/11/2022,23:30,USD,low,Gasoline Inventories,-1.257M,-1.358M,-1.478M
62,03/11/2022,All Day,JPY,,Japan - Culture Day,,,
63,03/11/2022,03:00,USD,high,FOMC Statement,,,
64,03/11/2022,03:00,USD,high,Fed Interest Rate Decision,4.00%,4.00%,3.25%
65,03/11/2022,03:30,USD,high,FOMC Press Conference,,,
66,03/11/2022,05:30,USD,medium,Fed's Balance Sheet,"8,676.87B",,"8,723.09B"
67,03/11/2022,09:30,AUD,low,Exports (MoM)  (Sep),7.0%,,2.7%
68,03/11/2022,09:30,AUD,low,Imports (MoM)  (Sep),0.4%,,4.1%
69,03/11/2022,09:30,AUD,medium,Trade Balance  (Sep),12.444B,8.850B,8.664B
70,03/11/2022,14:00,AUD,medium,RBA Kearns Speaks,,,
71,03/11/2022,17:05,EUR,medium,ECB President Lagarde Speaks,,,
72,03/11/2022,17:10,EUR,medium,ECB's Panetta Speaks,,,
73,03/11/2022,18:50,EUR,medium,ECB's Elderson Speaks,,,
74,03/11/2022,19:00,EUR,medium,Unemployment Rate  (Sep),6.6%,6.6%,6.7%
75,03/11/2022,20:30,USD,low,Challenger Job Cuts  (Oct),33.843K,,29.989K
76,03/11/2022,20:30,USD,low,Challenger Job Cuts (YoY),48.3%,,67.6%
77,03/11/2022,21:00,GBP,medium,BoE MPC vote cut  (Nov),0,0,0
78,03/11/2022,21:00,GBP,medium,BoE MPC vote hike  (Nov),9,9,9
79,03/11/2022,21:00,GBP,medium,BoE MPC vote unchanged  (Nov),0,0,0
80,03/11/2022,21:00,GBP,high,BoE Interest Rate Decision  (Nov),3.00%,3.00%,2.25%
81,03/11/2022,21:00,EUR,medium,ECB McCaul Speaks,,,
82,03/11/2022,21:30,GBP,medium,BoE Gov Bailey Speaks,,,
83,03/11/2022,21:30,USD,medium,Continuing Jobless Claims,"1,485K","1,450K","1,438K"
84,03/11/2022,21:30,USD,medium,Exports,258.00B,,260.80B
85,03/11/2022,21:30,USD,medium,Imports,331.30B,,326.50B
86,03/11/2022,21:30,USD,high,Initial Jobless Claims,217K,220K,218K
87,03/11/2022,21:30,USD,low,Jobless Claims 4-Week Avg.,218.75K,,219.25K
88,03/11/2022,21:30,USD,medium,Nonfarm Productivity (QoQ)  (Q3),0.3%,0.6%,-4.1%
89,03/11/2022,21:30,USD,medium,Trade Balance  (Sep),-73.30B,-72.20B,-65.70B
90,03/11/2022,21:30,USD,medium,Unit Labor Costs (QoQ)  (Q3),3.5%,4.1%,8.9%
91,03/11/2022,23:00,USD,low,Durables Excluding Defense (MoM)  (Sep),1.5%,,1.4%
92,03/11/2022,23:00,USD,low,Durables Excluding Transport (MoM)  (Sep),-0.5%,,-0.5%
93,03/11/2022,23:00,USD,medium,Factory Orders (MoM)  (Sep),0.3%,0.3%,0.2%
94,03/11/2022,23:00,USD,low,Factory orders ex transportation (MoM)  (Sep),-0.1%,,0.1%
95,03/11/2022,23:00,USD,low,ISM Non-Manufacturing Business Activity  (Oct),55.7,,59.1
96,03/11/2022,23:00,USD,medium,ISM Non-Manufacturing Employment  (Oct),49.1,,53.0
97,03/11/2022,23:00,USD,low,ISM Non-Manufacturing New Orders  (Oct),56.5,,60.6
98,03/11/2022,23:00,USD,high,ISM Non-Manufacturing PMI  (Oct),54.4,55.5,56.7
99,03/11/2022,23:00,USD,high,ISM Non-Manufacturing Prices  (Oct),70.7,,68.7
100,03/11/2022,23:15,GBP,medium,BoE Gov Bailey Speaks,,,
101,03/11/2022,23:30,USD,low,Natural Gas Storage,107B,97B,52B
102,04/11/2022,00:30,USD,low,4-Week Bill Auction,3.620%,,3.600%
103,04/11/2022,00:30,USD,low,8-Week Bill Auction,3.880%,,3.820%
104,04/11/2022,05:30,GBP,medium,BoE MPC Member Mann Speaks,,,
105,04/11/2022,06:30,USD,low,Reserve Balances with Federal Reserve Banks,3.047T,,3.108T
106,04/11/2022,06:30,AUD,low,AIG Construction Index  (Oct),43.3,,46.5
107,04/11/2022,08:50,JPY,low,Foreign Bonds Buying,"-1,172.5B",,148.1B
